# Samples Generated by Stan
#
# stan_version_major=1
# stan_version_minor=3
# stan_version_patch=0
# model=bernoulli_model
# data=bernoulli.data.R
# init=random initialization
# append_samples=0
# save_warmup=0
# seed=2488311526
# chain_id=1
# iter=2000
# warmup=1000
# thin=1
# nondiag_mass=0
# equal_step_sizes=0
# leapfrog_steps=-1
# max_treedepth=10
# epsilon=-1
# epsilon_pm=0
# delta=0.5
# gamma=0.05
# algorithm=NUTS with a diagonal Euclidean metric
#
lp__,accept_stat__,stepsize__,treedepth__,theta
# Adaptation terminated
# Step size = 2.05813
# Diagonal elements of inverse mass matrix:
# 0.502697
-8.20073,0.2733,2.05813,0,0.49005
-8.20073,1,2.05813,0,0.49005
-8.20073,0.000487105,2.05813,0,0.49005
-8.20073,0.014316,2.05813,0,0.49005
-6.98715,1,2.05813,0,0.170842
-7.08555,0.24022,2.05813,0,0.360698
-7.73039,0.37184,2.05813,0,0.445239
-7.73039,0.00167043,2.05813,0,0.445239
-7.73039,0.00188909,2.05813,0,0.445239
-6.76133,1,2.05813,0,0.229983
-6.90515,0.860366,2.05813,0,0.184644
-6.94416,0.963714,2.05813,0,0.177643
-6.80997,1,2.05813,0,0.295618
-6.77272,1,2.05813,0,0.278445
-6.93991,0.832118,2.05813,0,0.178364
-6.93991,0.0452604,2.05813,0,0.178364
-6.93991,9.99988e-05,2.05813,0,0.178364
-6.93991,0.663071,2.05813,0,0.178364
-6.87584,0.562856,2.05813,0,0.316441
-6.87584,0.20964,2.05813,0,0.316441
-6.87584,0.00120577,2.05813,0,0.316441
-6.78941,1,2.05813,0,0.215237
-6.78941,0.174034,2.05813,0,0.215237
-6.76483,1,2.05813,0,0.227564
-6.76483,0.0576527,2.05813,0,0.227564
-6.76483,0.083062,2.05813,0,0.227564
-6.76483,0.0134337,2.05813,0,0.227564
-6.85299,0.894306,2.05813,0,0.309962
-6.90937,0.573602,2.05813,0,0.18384
-6.90937,0.00126598,2.05813,0,0.18384
-6.90937,0.0167011,2.05813,0,0.18384
-6.90937,0.000136596,2.05813,0,0.18384
-6.90937,0.000120838,2.05813,0,0.18384
-6.86444,0.553006,2.05813,0,0.313281
-6.86444,0.00252165,2.05813,1,0.313281
-6.86444,0.00078873,2.05813,0,0.313281
-6.86444,0.124523,2.05813,0,0.313281
-6.86444,0.655655,2.05813,0,0.313281
-6.77374,1,2.05813,0,0.222389
-6.76571,0.764879,2.05813,0,0.273986
-7.28532,0.591632,2.05813,0,0.137355
-6.79089,1,2.05813,0,0.214641
-7.93125,0.197988,2.05813,0,0.465453
-7.93125,0.323962,2.05813,0,0.465453
-6.99431,1,2.05813,0,0.169784
-7.25974,0.801453,2.05813,0,0.139637
-7.25974,4.42602e-05,2.05813,0,0.139637
-8.33689,0.51493,2.05813,0,0.0796665
-8.33689,3.21359e-06,2.05813,0,0.0796665
-8.33689,7.6237e-10,2.05813,0,0.0796665
-8.33689,0.00181746,2.05813,0,0.0796665
-6.77075,1,2.05813,0,0.223999
-7.97744,0.17752,2.05813,0,0.469855
-7.97744,1,2.05813,0,0.469855
-7.97744,0.022182,2.05813,0,0.469855
-9.77245,0.0587227,2.05813,0,0.59962
-9.77245,0.00127172,2.05813,0,0.59962
-9.77245,0.767531,2.05813,0,0.59962
-9.77245,0.000987361,2.05813,0,0.59962
-9.77245,0.0961446,2.05813,0,0.59962
-9.77245,0.421074,2.05813,0,0.59962
-10.553,0.401167,2.05813,0,0.0327894
-10.87,0.769515,2.05813,0,0.656056
-10.87,7.08071e-08,2.05813,1,0.656056
-10.6316,1,2.05813,0,0.0318485
-8.91583,1,2.05813,0,0.545546
-8.91583,0.330506,2.05813,0,0.545546
-8.91583,0.0105627,2.05813,0,0.545546
-10.8429,0.12266,2.05813,0,0.0294642
-8.02173,1,2.05813,0,0.0922105
-7.50745,1,2.05813,0,0.120261
-7.59622,0.942949,2.05813,0,0.114484
-7.56922,1,2.05813,0,0.116189
-7.56922,0.0135513,2.05813,0,0.116189
-7.56922,0.000164211,2.05813,0,0.116189
-7.9292,0.803973,2.05813,0,0.0964408
-7.66842,1,2.05813,0,0.438603
-7.57412,1,2.05813,0,0.115876
-8.26933,0.378467,2.05813,0,0.495931
-8.26933,0.403717,2.05813,0,0.495931
-8.26933,1,2.05813,0,0.495931
-8.26933,0.14671,2.05813,0,0.495931
-8.26933,0.00210991,2.05813,0,0.495931
-8.26933,0.000630006,2.05813,0,0.495931
-8.26933,0.50001,2.05813,0,0.495931
-8.26933,0.261813,2.05813,0,0.495931
-8.26933,0.6166,2.05813,0,0.495931
-8.26933,1,2.05813,0,0.495931
-8.26933,0.00033426,2.05813,0,0.495931
-8.26933,0.259606,2.05813,0,0.495931
-6.76559,1,2.05813,0,0.227071
-6.76559,0.0846446,2.05813,0,0.227071
-6.89343,0.848931,2.05813,0,0.321071
-6.89343,0.0895256,2.05813,0,0.321071
-6.91108,0.975639,2.05813,0,0.325463
-6.91108,0.273087,2.05813,0,0.325463
-6.91108,0.000295919,2.05813,1,0.325463
-6.91108,0.00377013,2.05813,0,0.325463
-7.85663,0.393417,2.05813,0,0.0999687
-6.78117,1,2.05813,0,0.283068
-6.78117,0.0608843,2.05813,0,0.283068
-6.78117,0.292494,2.05813,0,0.283068
-6.78117,0.465053,2.05813,0,0.283068
-7.01304,0.726362,2.05813,0,0.347418
-11.5896,0.282346,2.05813,0,0.0224835
-7.55715,1,2.05813,0,0.116965
-6.88998,1,2.05813,0,0.187643
-8.47405,0.327194,2.05813,0,0.0749475
-8.47405,1.74874e-05,2.05813,0,0.0749475
-6.76815,1,2.05813,0,0.275621
-6.76815,0.396309,2.05813,0,0.275621
-7.21609,0.631515,2.05813,0,0.143719
-6.90885,1,2.05813,0,0.324921
-6.84384,1,2.05813,0,0.198113
-6.84384,0.000180476,2.05813,0,0.198113
-6.90462,0.323501,2.05813,0,0.323884
-6.90462,0.505908,2.05813,0,0.323884
-6.90462,0.388526,2.05813,0,0.323884
-6.90462,0.00100167,2.05813,1,0.323884
-6.90462,0.0796845,2.05813,0,0.323884
-6.90462,0.182888,2.05813,0,0.323884
-6.90462,0.182391,2.05813,0,0.323884
-6.90462,0.640874,2.05813,0,0.323884
-7.09188,0.817755,2.05813,0,0.156969
-7.09188,6.33021e-08,2.05813,0,0.156969
-7.66693,0.456677,2.05813,0,0.43844
-7.66693,0.0153841,2.05813,0,0.43844
-8.06357,0.691691,2.05813,0,0.090388
-6.77276,1,2.05813,0,0.278466
-6.77276,0.000294623,2.05813,0,0.278466
-6.77198,0.784454,2.05813,0,0.223323
-6.75036,1,2.05813,0,0.258605
-6.75036,0.983856,2.05813,0,0.258605
-6.75036,0.0313688,2.05813,0,0.258605
-7.012,0.702472,2.05813,0,0.347215
-7.012,0.0793217,2.05813,0,0.347215
-6.85275,1,2.05813,0,0.195898
-6.85275,0.225048,2.05813,0,0.195898
-6.85275,0.700371,2.05813,0,0.195898
-6.76985,1,2.05813,0,0.276702
-6.76985,0.0362115,2.05813,0,0.276702
-6.93167,0.803673,2.05813,0,0.330317
-7.16719,0.709511,2.05813,0,0.374165
-7.16719,0.417349,2.05813,0,0.374165
-7.16719,0.201019,2.05813,1,0.374165
-7.16719,0.151443,2.05813,0,0.374165
-6.9839,1,2.05813,0,0.171329
-7.61238,0.42536,2.05813,0,0.432414
-7.61238,1,2.05813,0,0.432414
-7.58949,0.70878,2.05813,1,0.429831
-7.7798,0.862646,2.05813,0,0.103927
-8.97665,0.191587,2.05813,0,0.549764
-8.97665,0.0145335,2.05813,1,0.549764
-8.97665,0.557453,2.05813,0,0.549764
-7.43476,1,2.05813,0,0.125391
-7.43476,0.114237,2.05813,0,0.125391
-7.41779,0.553141,2.05813,0,0.409281
-6.96946,1,2.05813,0,0.173542
-6.96946,0.00940388,2.05813,0,0.173542
-7.00324,0.488862,2.05813,0,0.3455
-7.00324,0.074643,2.05813,0,0.3455
-7.01237,0.329802,2.05813,0,0.167197
-7.44133,0.711461,2.05813,0,0.124911
-6.76721,1,2.05813,0,0.226063
-6.76546,0.83819,2.05813,0,0.273811
-6.76546,0.88752,2.05813,0,0.273811
-6.76546,0.0612853,2.05813,0,0.273811
-7.26657,0.601755,2.05813,0,0.13902
-7.26657,0.377257,2.05813,0,0.13902
-7.80401,0.476297,2.05813,0,0.452864
-7.80401,0.00463572,2.05813,0,0.452864
-8.10461,0.775391,2.05813,0,0.0886509
-8.10461,5.0898e-05,2.05813,0,0.0886509
-8.10461,1.13808e-05,2.05813,0,0.0886509
-7.96537,1,2.05813,0,0.0947531
-8.95297,0.637466,2.05813,0,0.0611045
-10.3161,0.168159,2.05813,0,0.629062
-10.3161,0.00893141,2.05813,0,0.629062
-10.3161,1,2.05813,0,0.629062
-6.77699,1,2.05813,0,0.220748
-6.77699,0.0673873,2.05813,0,0.220748
-6.95044,0.838803,2.05813,0,0.176597
-8.05048,0.449484,2.05813,0,0.0909523
-8.05048,0.317841,2.05813,0,0.0909523
-7.30916,1,2.05813,0,0.394973
-7.03586,0.53631,2.05813,1,0.351758
-7.20167,0.782201,2.05813,0,0.379485
-7.20167,0.13437,2.05813,0,0.379485
-6.83053,1,2.05813,0,0.201652
-7.2097,0.603602,2.05813,0,0.380696
-7.2097,0.332207,2.05813,0,0.380696
-8.02961,0.190904,2.05813,1,0.47473
-8.02961,0.779138,2.05813,0,0.47473
-7.39303,1,2.05813,0,0.128523
-7.39303,4.14537e-05,2.05813,0,0.128523
-7.39303,3.13414e-05,2.05813,0,0.128523
-7.07034,1,2.05813,0,0.159576
-7.07034,0.0148425,2.05813,0,0.159576
-7.07034,0.005932,2.05813,0,0.159576
-7.36537,0.37283,2.05813,1,0.402523
-7.36537,0.0660344,2.05813,1,0.402523
-6.9331,1,2.05813,0,0.179537
-7.18074,0.805898,2.05813,0,0.147222
-7.18074,0.207385,2.05813,0,0.147222
-8.7374,0.394875,2.05813,0,0.0668845
-7.39494,1,2.05813,0,0.406367
-7.05944,1,2.05813,0,0.160939
-6.81178,1,2.05813,0,0.207229
-7.08049,0.702673,2.05813,0,0.359817
-6.7554,1,2.05813,0,0.235023
-7.02036,0.703975,2.05813,0,0.348828
-7.02036,0.332966,2.05813,0,0.348828
-7.02036,0.00223704,2.05813,0,0.348828
-7.02036,0.251227,2.05813,0,0.348828
-6.76275,1,2.05813,0,0.228964
-6.95728,0.819193,2.05813,0,0.175479
-6.95728,2.93469e-08,2.05813,0,0.175479
-6.95728,0.000730621,2.05813,0,0.175479
-6.80933,1,2.05813,0,0.208021
-6.80933,0.151481,2.05813,0,0.208021
-6.79058,1,2.05813,0,0.214768
-6.79058,0.350516,2.05813,0,0.214768
-6.77478,0.658624,2.05813,0,0.27963
-6.82183,0.94,2.05813,0,0.299944
-6.82183,0.0653941,2.05813,0,0.299944
-6.82183,0.336845,2.05813,0,0.299944
-6.82183,6.31655e-05,2.05813,1,0.299944
-6.95159,0.83563,2.05813,0,0.334782
-7.2657,0.629342,2.05813,0,0.388893
-7.2657,1,2.05813,0,0.388893
-7.39772,0.480237,2.05813,1,0.406724
-7.39772,0.00430561,2.05813,0,0.406724
-7.39772,0.111505,2.05813,0,0.406724
-6.75302,1,2.05813,0,0.26263
-6.75302,0.0408305,2.05813,0,0.26263
-6.75302,0.300318,2.05813,0,0.26263
-6.75302,6.76605e-07,2.05813,0,0.26263
-6.75302,0.197342,2.05813,0,0.26263
-8.05614,0.316751,2.05813,0,0.0907077
-8.05614,0.0647648,2.05813,0,0.0907077
-6.80047,1,2.05813,0,0.211044
-6.80047,0.42053,2.05813,0,0.211044
-6.80047,0.088927,2.05813,0,0.211044
-6.80047,0.200618,2.05813,0,0.211044
-6.80047,0.0909675,2.05813,0,0.211044
-6.80047,3.92824e-05,2.05813,0,0.211044
-6.80047,0.15146,2.05813,0,0.211044
-7.62788,0.494899,2.05813,0,0.112539
-6.75043,1,2.05813,0,0.258734
-6.75043,0.102911,2.05813,0,0.258734
-6.75043,6.45665e-08,2.05813,0,0.258734
-6.76576,0.98225,2.05813,0,0.226961
-6.76576,0.320481,2.05813,0,0.226961
-7.66956,0.454472,2.05813,0,0.110062
-6.78504,1,2.05813,0,0.217057
-6.95421,0.843563,2.05813,0,0.175978
-6.95421,0.000189245,2.05813,0,0.175978
-6.7497,1,2.05813,0,0.257288
-8.39436,0.0868129,2.05813,0,0.506303
-8.39436,1,2.05813,0,0.506303
-6.90729,1,2.05813,0,0.184235
-6.90729,0.00523919,2.05813,0,0.184235
-6.90729,0.00346214,2.05813,0,0.184235
-6.93842,0.970896,2.05813,0,0.178618
-6.93842,0.300207,2.05813,0,0.178618
-6.93842,0.0193042,2.05813,0,0.178618
-6.93842,0.570535,2.05813,0,0.178618
-6.93842,0.014908,2.05813,0,0.178618
-6.93842,0.0017969,2.05813,0,0.178618
-6.93842,8.41824e-06,2.05813,0,0.178618
-6.75027,1,2.05813,0,0.241673
-6.89667,0.85526,2.05813,0,0.186298
-6.77489,1,2.05813,0,0.221795
-6.77489,0.255474,2.05813,0,0.221795
-6.77489,0.00014029,2.05813,0,0.221795
-6.77489,0.000433191,2.05813,0,0.221795
-6.77489,0.484301,2.05813,0,0.221795
-7.21381,0.553108,2.05813,0,0.381314
-7.21381,0.0296883,2.05813,0,0.381314
-6.82901,1,2.05813,0,0.202077
-6.74952,1,2.05813,0,0.243207
-6.74952,0.0801919,2.05813,0,0.243207
-6.74952,0.240064,2.05813,0,0.243207
-6.78871,0.952248,2.05813,0,0.286736
-6.76083,1,2.05813,0,0.230357
-6.76083,0.216048,2.05813,0,0.230357
-7.26058,0.505413,2.05813,0,0.388161
-8.07814,0.139083,2.05813,1,0.479175
-6.91319,1,2.05813,0,0.183124
-6.91259,1,2.05813,0,0.183236
-6.91259,0.112904,2.05813,0,0.183236
-6.91259,0.466687,2.05813,0,0.183236
-6.91259,0.0591124,2.05813,0,0.183236
-6.91259,0.291631,2.05813,0,0.183236
-7.09408,0.786691,2.05813,0,0.362171
-6.98208,1,2.05813,0,0.171603
-7.78565,0.331866,2.05813,0,0.450987
-6.75616,1,2.05813,0,0.266171
-6.75616,3.06673e-05,2.05813,0,0.266171
-6.87421,0.85581,2.05813,0,0.315998
-6.87421,0.0514251,2.05813,0,0.315998
-6.94129,0.533383,2.05813,0,0.178129
-7.29371,0.742667,2.05813,0,0.136625
-7.29371,0.0202185,2.05813,0,0.136625
-7.61665,0.633799,2.05813,0,0.432892
-6.86287,1,2.05813,0,0.312835
-6.86287,0.00683393,2.05813,0,0.312835
-6.78144,1,2.05813,0,0.283204
-7.85424,0.366307,2.05813,0,0.100088
-7.01433,1,2.05813,0,0.347666
-7.01433,0.137124,2.05813,0,0.347666
-6.84852,1,2.05813,0,0.308617
-8.21245,0.280733,2.05813,0,0.0843103
-7.3749,1,2.05813,0,0.403771
-7.3749,0.292332,2.05813,1,0.403771
-7.3749,1,2.05813,0,0.403771
-7.3749,0.120659,2.05813,0,0.403771
-7.3749,1,2.05813,0,0.403771
-6.92213,1,2.05813,1,0.328102
-6.92213,0.000288456,2.05813,0,0.328102
-6.84235,1,2.05813,0,0.198495
-6.77521,1,2.05813,0,0.279877
-6.77521,0.0241499,2.05813,0,0.279877
-6.77521,0.0116302,2.05813,0,0.279877
-6.77521,0.164733,2.05813,0,0.279877
-7.66456,0.427239,2.05813,0,0.110354
-7.66456,1.70416e-07,2.05813,0,0.110354
-6.84546,1,2.05813,0,0.307684
-6.84546,0.448174,2.05813,0,0.307684
-13.3665,6.89371e-06,2.05813,1,0.0120443
-7.8088,1,2.05813,0,0.102404
-7.8088,0.0104707,2.05813,0,0.102404
-7.8088,0.016053,2.05813,0,0.102404
-7.8088,0.247905,2.05813,0,0.102404
-7.8088,0.000233377,2.05813,0,0.102404
-7.8088,0.000366087,2.05813,0,0.102404
