# Samples Generated by Stan
#
# stan_version_major=1
# stan_version_minor=3
# stan_version_patch=0
# model=bernoulli_model
# data=bernoulli.data.R
# init=random initialization
# append_samples=0
# save_warmup=0
# seed=2488311526
# chain_id=1
# iter=2000
# warmup=1000
# thin=1
# nondiag_mass=0
# equal_step_sizes=0
# leapfrog_steps=-1
# max_treedepth=10
# epsilon=-1
# epsilon_pm=0
# delta=0.5
# gamma=0.05
# algorithm=NUTS with a diagonal Euclidean metric
#
lp__,accept_stat__,stepsize__,treedepth__,theta
# Adaptation terminated
# Step size = 2.05813
# Diagonal elements of inverse mass matrix:
# 0.502697
-7.08114,1,2.05813,0,0.359931
-7.16758,0.453132,2.05813,1,0.374227
-7.16758,0.332496,2.05813,0,0.374227
-7.16758,0.131721,2.05813,0,0.374227
-7.16758,0.00407224,2.05813,1,0.374227
-7.16758,0.104604,2.05813,0,0.374227
-9.195,0.148595,2.05813,0,0.0553433
-9.195,0.000511481,2.05813,0,0.0553433
-9.195,0.000328817,2.05813,0,0.0553433
-9.13406,1,2.05813,0,0.0567281
-9.13406,2.95812e-05,2.05813,0,0.0567281
-6.74977,1,2.05813,0,0.242664
-6.86884,0.857814,2.05813,0,0.314518
-9.1661,0.136571,2.05813,0,0.0559949
-9.1661,0.19223,2.05813,0,0.0559949
-6.89349,1,2.05813,0,0.321087
-6.89349,1.4057e-08,2.05813,0,0.321087
-6.75904,1,2.05813,0,0.231756
-6.85905,0.898678,2.05813,0,0.194393
-6.85905,0.00149558,2.05813,0,0.194393
-6.86046,0.552617,2.05813,0,0.312146
-6.86046,0.24449,2.05813,0,0.312146
-6.75626,1,2.05813,0,0.266269
-6.75199,1,2.05813,0,0.26124
-6.75199,3.35766e-06,2.05813,0,0.26124
-6.76454,0.984422,2.05813,0,0.273163
-6.90359,0.830245,2.05813,0,0.323628
-6.95807,0.925954,2.05813,0,0.33619
-6.95807,0.0883541,2.05813,0,0.33619
-6.95807,0.948056,2.05813,0,0.33619
-7.45055,0.599409,2.05813,0,0.124243
-8.21699,0.345433,2.05813,0,0.491457
-7.70983,1,2.05813,0,0.107754
-6.75641,1,2.05813,0,0.234047
-6.75641,5.22698e-07,2.05813,0,0.234047
-6.75641,0.198126,2.05813,0,0.234047
-6.75641,0.0996325,2.05813,0,0.234047
-7.22538,0.52752,2.05813,0,0.383036
-8.14967,0.395685,2.05813,0,0.0867992
-7.21932,1,2.05813,0,0.143408
-7.21932,0.181202,2.05813,0,0.143408
-7.21932,4.35111e-10,2.05813,0,0.143408
-7.57076,0.776458,2.05813,0,0.11609
-7.03777,1,2.05813,0,0.352115
-7.16781,0.825212,2.05813,0,0.374262
-8.01123,0.427565,2.05813,0,0.0926762
-9.48355,0.133511,2.05813,0,0.582563
-10.27,0.418234,2.05813,0,0.0364452
-7.94206,1,2.05813,0,0.46649
-7.94206,0.34603,2.05813,0,0.46649
-10.0064,0.731409,2.05813,0,0.0402692
-6.78379,1,2.05813,0,0.217602
-6.78379,0.00607752,2.05813,0,0.217602
-6.78379,0.000515066,2.05813,0,0.217602
-6.78379,0.0328201,2.05813,0,0.217602
-6.78379,0.000631314,2.05813,0,0.217602
-6.96674,0.832441,2.05813,0,0.173969
-9.34677,0.234353,2.05813,0,0.05207
-7.43234,1,2.05813,0,0.411112
-7.43234,0.621644,2.05813,0,0.411112
-7.12797,1,2.05813,0,0.15283
-8.07297,0.271549,2.05813,0,0.478705
-7.704,0.500485,2.05813,1,0.442438
-7.54804,1,2.05813,0,0.117558
-7.54804,7.68725e-12,2.05813,0,0.117558
-7.0024,1,2.05813,0,0.345333
-7.73958,0.162891,2.05813,1,0.446205
-7.73958,1,2.05813,0,0.446205
-7.57862,1,2.05813,0,0.11559
-6.7573,1,2.05813,0,0.267278
-6.7573,9.54997e-05,2.05813,0,0.267278
-7.45823,0.506685,2.05813,0,0.123691
-7.45823,6.04595e-07,2.05813,0,0.123691
-7.45823,0.00471485,2.05813,0,0.123691
-7.68489,0.861683,2.05813,0,0.109174
-7.68489,0.149133,2.05813,0,0.109174
-7.99321,0.321878,2.05813,1,0.471339
-11.4583,0.163193,2.05813,0,0.0235672
-12.4146,0.530172,2.05813,0,0.71901
-12.4146,7.43853e-06,2.05813,1,0.71901
-12.4146,1,2.05813,0,0.71901
-8.18965,1,2.05813,0,0.489087
-8.18965,0.358762,2.05813,0,0.489087
-8.18965,1,2.05813,0,0.489087
-7.88408,1,2.05813,0,0.0986113
-7.88408,0.000117327,2.05813,0,0.0986113
-7.88408,0.360122,2.05813,0,0.0986113
-7.88408,0.00424506,2.05813,0,0.0986113
-7.88408,0.0344711,2.05813,0,0.0986113
-7.88408,0.0598801,2.05813,0,0.0986113
-6.79544,1,2.05813,0,0.212884
-6.79544,2.09132e-10,2.05813,0,0.212884
-6.79544,0.425456,2.05813,0,0.212884
-6.74833,1,2.05813,0,0.246891
-6.74833,0.224396,2.05813,0,0.246891
-6.74833,0.300275,2.05813,0,0.246891
-6.74833,0.810649,2.05813,0,0.246891
-6.74833,0.178817,2.05813,0,0.246891
-6.74833,0.108803,2.05813,0,0.246891
-6.74833,0.181884,2.05813,0,0.246891
-7.3053,0.461143,2.05813,0,0.394442
-7.3053,0.0736803,2.05813,1,0.394442
-7.3053,0.449492,2.05813,0,0.394442
-7.3053,1,2.05813,0,0.394442
-8.53702,0.29525,2.05813,0,0.0729072
-6.76034,1,2.05813,0,0.269952
-6.76034,0.583139,2.05813,0,0.269952
-6.76034,0.00113403,2.05813,0,0.269952
-6.76034,0.000134715,2.05813,0,0.269952
-6.74809,1,2.05813,0,0.248528
-6.74809,0.0153166,2.05813,0,0.248528
-6.74809,0.0878492,2.05813,0,0.248528
-6.7575,0.988544,2.05813,0,0.267468
-6.77073,0.984702,2.05813,0,0.22401
-6.96508,0.776774,2.05813,0,0.337692
-6.96508,0.0675178,2.05813,1,0.337692
-6.96508,2.17039e-05,2.05813,0,0.337692
-6.9746,0.986478,2.05813,0,0.339694
-6.9746,0.451122,2.05813,0,0.339694
-6.78251,1,2.05813,0,0.218169
-6.93289,0.858437,2.05813,0,0.179574
-6.75057,1,2.05813,0,0.241144
-6.75057,0.0387048,2.05813,0,0.241144
-6.75057,0.175321,2.05813,0,0.241144
-6.7491,1,2.05813,0,0.244219
-6.7491,0.175519,2.05813,0,0.244219
-6.76943,0.976987,2.05813,0,0.224748
-7.73214,0.25625,2.05813,0,0.445423
-7.73214,0.506446,2.05813,0,0.445423
-7.73214,0.0265258,2.05813,0,0.445423
-7.56935,1,2.05813,1,0.116181
-6.77224,1,2.05813,0,0.223184
-6.77224,0.142607,2.05813,0,0.223184
-7.13869,0.612567,2.05813,0,0.369613
-6.92672,1,2.05813,0,0.329176
-6.75072,1,2.05813,0,0.240889
-6.80464,0.934525,2.05813,0,0.293547
-6.80464,0.118884,2.05813,0,0.293547
-7.71862,0.25854,2.05813,0,0.443994
-7.94185,0.840046,2.05813,0,0.0958454
-7.94185,0.000617984,2.05813,0,0.0958454
-7.94185,0.653056,2.05813,0,0.0958454
-7.30818,1,2.05813,0,0.135382
-7.38151,0.874732,2.05813,0,0.404632
-7.38151,0.188196,2.05813,0,0.404632
-7.38151,0.312891,2.05813,0,0.404632
-7.62053,0.507121,2.05813,1,0.433325
-7.62053,0.487234,2.05813,0,0.433325
-6.94807,1,2.05813,0,0.17699
-7.82389,0.298922,2.05813,0,0.454878
-8.09274,0.804282,2.05813,0,0.0891481
-8.09274,0.373769,2.05813,0,0.0891481
-7.61184,0.649889,2.05813,0,0.432353
-8.04457,0.589177,2.05813,0,0.0912087
-8.04457,0.345605,2.05813,0,0.0912087
-8.04457,0.0230972,2.05813,0,0.0912087
-6.84185,1,2.05813,0,0.306564
-8.13281,0.141392,2.05813,0,0.484085
-7.51462,1,2.05813,0,0.119775
-7.51462,0.306789,2.05813,0,0.119775
-7.51462,0.144113,2.05813,0,0.119775
-6.82926,1,2.05813,0,0.202007
-7.13722,0.751902,2.05813,0,0.151811
-7.13722,9.96719e-05,2.05813,0,0.151811
-7.13722,0.570023,2.05813,0,0.151811
-6.88526,1,2.05813,0,0.188613
-6.78291,1,2.05813,0,0.217988
-6.78291,0.214175,2.05813,0,0.217988
-6.78291,0.00405529,2.05813,0,0.217988
-6.87842,0.9058,2.05813,0,0.190056
-6.77845,1,2.05813,0,0.220039
-6.77845,0.0907716,2.05813,0,0.220039
-6.80248,0.974415,2.05813,0,0.210334
-6.80248,0.506739,2.05813,0,0.210334
-6.80248,0.0292203,2.05813,0,0.210334
-6.98854,0.785708,2.05813,0,0.342559
-6.74933,1,2.05813,0,0.243643
-6.74933,0.0148796,2.05813,0,0.243643
-6.74933,6.52099e-07,2.05813,0,0.243643
-6.74933,0.245022,2.05813,0,0.243643
-6.82219,0.922584,2.05813,0,0.204034
-6.82219,0.00232258,2.05813,0,0.204034
-7.42994,0.436735,2.05813,0,0.410811
-7.42994,0.000122868,2.05813,0,0.410811
-7.42994,0.157844,2.05813,0,0.410811
-7.09596,1,2.05813,0,0.156487
-7.09596,1.73439e-06,2.05813,0,0.156487
-7.09596,0.742745,2.05813,0,0.156487
-8.39754,0.430445,2.05813,0,0.0775312
-6.91571,1,2.05813,0,0.182655
-6.91571,1.63189e-08,2.05813,0,0.182655
-6.91571,0.000107447,2.05813,0,0.182655
-6.91571,0.11024,2.05813,0,0.182655
-8.77332,0.288537,2.05813,0,0.0658741
-8.77332,0.654278,2.05813,0,0.0658741
-8.77332,0.00441591,2.05813,0,0.0658741
-7.59508,1,2.05813,0,0.430464
-6.75816,1,2.05813,0,0.268073
-6.74828,1,2.05813,0,0.247162
-6.74828,0.000381154,2.05813,0,0.247162
-9.62876,0.121394,2.05813,0,0.0465853
-7.51363,1,2.05813,0,0.421023
-7.51363,0.0737201,2.05813,0,0.421023
-7.14081,1,2.05813,0,0.369958
-8.92259,0.184056,2.05813,0,0.0618796
-6.75142,1,2.05813,0,0.260394
-6.80845,0.937233,2.05813,0,0.208311
-6.80845,0.296893,2.05813,0,0.208311
-6.80845,5.62077e-07,2.05813,0,0.208311
-6.80845,0.380692,2.05813,0,0.208311
-7.11184,0.670073,2.05813,0,0.365183
-7.11184,0.312403,2.05813,0,0.365183
-6.89016,1,2.05813,0,0.187606
-6.89016,0.000246559,2.05813,0,0.187606
-6.89016,0.837032,2.05813,0,0.187606
-6.89016,1.12845e-07,2.05813,0,0.187606
-7.39259,0.654293,2.05813,0,0.128557
-7.3345,0.460809,2.05813,0,0.398419
-9.03611,0.470018,2.05813,1,0.0590448
-9.03611,0.223154,2.05813,0,0.0590448
-9.03611,0.000305632,2.05813,0,0.0590448
-8.61125,1,2.05813,0,0.523349
-11.7903,0.710491,2.05813,0,0.0209285
-8.24502,1,2.05813,0,0.083059
-8.24502,0.498408,2.05813,0,0.083059
-8.24502,3.89675e-11,2.05813,0,0.083059
-7.27596,1,2.05813,0,0.138181
-7.27596,0.175849,2.05813,0,0.138181
-7.27596,0.00841241,2.05813,0,0.138181
-7.81387,0.475716,2.05813,0,0.453865
-7.81387,0.498374,2.05813,0,0.453865
-7.3389,1,2.05813,0,0.399009
-7.3389,0.351289,2.05813,0,0.399009
-7.36711,0.482248,2.05813,1,0.402752
-7.36711,0.559394,2.05813,0,0.402752
-7.36711,0.261179,2.05813,0,0.402752
-7.65272,0.491278,2.05813,1,0.436887
-8.48178,0.438003,2.05813,0,0.0746929
-8.48178,0.0706742,2.05813,0,0.0746929
-7.57306,1,2.05813,0,0.115944
-6.74811,1,2.05813,0,0.248325
-6.74811,0.119766,2.05813,0,0.248325
-7.01837,0.755593,2.05813,0,0.166362
-7.01837,0.636656,2.05813,0,0.166362
-8.2816,0.171115,2.05813,0,0.496968
-7.04903,0.567478,2.05813,1,0.354192
-7.04903,0.1533,2.05813,0,0.354192
-7.04903,0.029972,2.05813,0,0.354192
-7.04903,0.0522309,2.05813,0,0.354192
-6.83003,1,2.05813,0,0.302746
-6.83003,0.213038,2.05813,0,0.302746
-6.83003,0.353743,2.05813,0,0.302746
-9.45713,0.112298,2.05813,0,0.0498363
-8.39868,1,2.05813,0,0.506654
-7.05414,1,2.05813,0,0.161612
-7.05414,0.00308832,2.05813,0,0.161612
-7.05414,0.19481,2.05813,0,0.161612
-6.76983,1,2.05813,0,0.276693
-7.03352,0.695724,2.05813,0,0.351321
-7.03352,0.0378437,2.05813,0,0.351321
-7.03352,0.0148017,2.05813,0,0.351321
-7.03352,2.77877e-05,2.05813,0,0.351321
-7.03352,0.341929,2.05813,0,0.351321
-7.03352,0.501642,2.05813,0,0.351321
-7.03352,0.116589,2.05813,0,0.351321
-8.60644,0.0861324,2.05813,0,0.522983
-8.60644,0.582978,2.05813,0,0.522983
-8.76595,0.937768,2.05813,0,0.0660801
-8.09939,1,2.05813,0,0.481096
-9.71728,0.610033,2.05813,0,0.045007
-9.97255,0.699712,2.05813,0,0.610835
-9.97255,1,2.05813,0,0.610835
-9.97255,0.114803,2.05813,0,0.610835
-9.83661,1,2.05813,0,0.0429772
-6.93383,1,2.05813,0,0.17941
-6.93383,3.21251e-05,2.05813,0,0.17941
-7.00383,0.93779,2.05813,0,0.168406
-6.84283,1,2.05813,0,0.306871
-7.37585,0.27198,2.05813,1,0.403895
-7.32079,0.568368,2.05813,0,0.134317
-7.32079,8.67744e-05,2.05813,0,0.134317
-7.82572,0.496014,2.05813,0,0.455063
-7.82572,1,2.05813,0,0.455063
-7.82572,0.279145,2.05813,0,0.455063
-7.82572,0.0627101,2.05813,0,0.455063
-6.97881,1,2.05813,1,0.340569
-6.77195,1,2.05813,0,0.223341
-6.79442,0.972319,2.05813,0,0.289302
-6.79379,0.665889,2.05813,0,0.213509
-6.79379,0.0470137,2.05813,0,0.213509
-7.3884,0.443703,2.05813,0,0.405524
-7.3884,0.554771,2.05813,0,0.405524
-6.79366,1,2.05813,0,0.288967
-7.36018,0.441925,2.05813,0,0.401841
-6.84296,1,2.05813,0,0.198339
-7.13153,0.76676,2.05813,0,0.152436
-7.06375,0.350749,2.05813,1,0.356856
-7.50775,0.631807,2.05813,0,0.12024
-6.78372,1,2.05813,0,0.21763
-6.84029,0.931129,2.05813,0,0.306073
-6.84029,0.101359,2.05813,0,0.306073
-6.84029,0.161306,2.05813,0,0.306073
-6.84029,0.00428538,2.05813,0,0.306073
-6.92602,0.309478,2.05813,0,0.180784
-6.92602,0.104861,2.05813,0,0.180784
-6.92602,3.71926e-06,2.05813,0,0.180784
-6.92602,0.0834507,2.05813,0,0.180784
-6.7693,1,2.05813,0,0.224822
-7.12302,0.709375,2.05813,0,0.153382
-7.12302,0.000191486,2.05813,0,0.153382
-7.12302,1.38384e-07,2.05813,0,0.153382
-7.12302,2.34581e-05,2.05813,0,0.153382
-7.12302,0.146773,2.05813,0,0.153382
-6.8447,1,2.05813,0,0.30745
-6.74814,1,2.05813,0,0.248059
-6.74814,0.879501,2.05813,0,0.248059
-6.82209,0.921031,2.05813,0,0.204066
-6.82209,0.132124,2.05813,0,0.204066
-6.82209,0.468546,2.05813,0,0.204066
-6.82209,0.000104383,2.05813,0,0.204066
-7.63008,0.508604,2.05813,0,0.112406
-7.63008,0.0152371,2.05813,0,0.112406
-7.63008,6.10004e-05,2.05813,0,0.112406
-8.37986,0.350899,2.05813,0,0.505122
-8.37986,1,2.05813,0,0.505122
-8.37986,0.451422,2.05813,0,0.505122
-8.37986,0.5,2.05813,0,0.505122
-7.83503,1,2.05813,0,0.101057
-7.83503,6.43836e-07,2.05813,0,0.101057
-7.83503,0.0139027,2.05813,0,0.101057
-8.20444,0.81995,2.05813,0,0.0846222
-7.01167,1,2.05813,0,0.167295
-7.63136,0.623282,2.05813,0,0.112329
-7.66156,0.487415,2.05813,1,0.437855
-6.76666,1,2.05813,0,0.226396
-6.75377,1,2.05813,0,0.236762
-6.75377,0.246106,2.05813,0,0.236762
-6.75377,0.101656,2.05813,0,0.236762
-6.75377,0.773386,2.05813,0,0.236762
-6.75377,0.128923,2.05813,0,0.236762
-6.75377,0.49067,2.05813,0,0.236762
-6.75377,0.31901,2.05813,0,0.236762
-6.75377,0.0386254,2.05813,0,0.236762
-6.7721,0.979487,2.05813,0,0.223263
-6.7721,3.12141e-06,2.05813,0,0.223263
-6.87174,0.881038,2.05813,0,0.315321
-6.80232,1,2.05813,0,0.210392
-6.80813,0.704948,2.05813,0,0.294911
-6.92796,0.848422,2.05813,0,0.329463
-6.92796,0.539383,2.05813,0,0.329463
-7.81523,0.413677,2.05813,0,0.102072
-7.81523,0.00874237,2.05813,0,0.102072
-7.81523,0.0662296,2.05813,0,0.102072
-6.84699,1,2.05813,0,0.197316
-7.12651,0.773337,2.05813,0,0.152993
-7.74189,0.643657,2.05813,0,0.105973
-7.72107,0.511694,2.05813,1,0.444254
-7.61687,1,2.05813,0,0.113209
-6.91486,1,2.05813,0,0.326374
-6.81056,1,2.05813,0,0.207622
-6.81056,0.320333,2.05813,0,0.207622
-6.74802,1,2.05813,0,0.249745
-6.74802,0.883844,2.05813,0,0.249745
-6.74802,0.36124,2.05813,0,0.249745
-6.74802,0.0524879,2.05813,0,0.249745
-6.74802,0.216422,2.05813,0,0.249745
-6.74802,0.0594456,2.05813,0,0.249745
-6.76663,0.97724,2.05813,0,0.274614
-6.76663,0.120574,2.05813,0,0.274614
-6.76663,0.0583124,2.05813,0,0.274614
-8.82108,0.181434,2.05813,0,0.0645612
-8.82108,6.60177e-10,2.05813,0,0.0645612
-6.96961,1,2.05813,0,0.33865
-6.96961,0.000166861,2.05813,0,0.33865
-7.22036,0.521417,2.05813,0,0.143309
-7.22036,0.147342,2.05813,0,0.143309
-6.7718,1,2.05813,0,0.223421
-6.7718,0.0262696,2.05813,0,0.223421
-6.89877,0.87663,2.05813,0,0.185885
-7.47261,0.622267,2.05813,0,0.122671
-7.47778,0.93836,2.05813,0,0.416716
-6.7524,1,2.05813,0,0.23842
-6.86113,0.870053,2.05813,0,0.31234
-6.7485,1,2.05813,0,0.25387
-6.7485,0.193237,2.05813,0,0.25387
-6.86861,0.855282,2.05813,0,0.314455
-6.86674,0.545304,2.05813,0,0.192623
-6.86674,0.00132624,2.05813,0,0.192623
-7.08836,0.747745,2.05813,0,0.361184
-8.14461,0.350908,2.05813,0,0.0870041
-6.95426,1,2.05813,0,0.335365
-6.7892,1,2.05813,0,0.286962
-6.7892,0.396138,2.05813,0,0.286962
-6.7892,0.000288774,2.05813,0,0.286962
-6.7892,0.839109,2.05813,0,0.286962
-6.7892,0.076172,2.05813,0,0.286962
-6.91029,0.848473,2.05813,0,0.325272
-6.91029,2.97567e-09,2.05813,0,0.325272
-6.91029,0.0874278,2.05813,0,0.325272
-6.75922,1,2.05813,0,0.269009
-6.80942,0.944192,2.05813,0,0.207993
-6.80942,0.819833,2.05813,0,0.207993
-6.80942,0.406459,2.05813,0,0.207993
-7.40046,0.446822,2.05813,0,0.407075
-7.40046,1,2.05813,0,0.407075
-7.40046,0.795238,2.05813,0,0.407075
-7.40046,1,2.05813,0,0.407075
-6.82664,1,2.05813,0,0.202746
-6.82664,0.536137,2.05813,0,0.202746
-6.82664,0.0592947,2.05813,0,0.202746
-7.3236,0.643598,2.05813,0,0.134081
-7.3236,0.000733478,2.05813,0,0.134081
-7.23552,1,2.05813,0,0.141871
-7.23552,0.544563,2.05813,0,0.141871
-7.55635,0.794067,2.05813,0,0.117017
-7.55635,0.100166,2.05813,0,0.117017
-6.75793,1,2.05813,0,0.267868
-6.75793,0.651098,2.05813,0,0.267868
-6.75793,0.605598,2.05813,0,0.267868
-7.10595,0.69608,2.05813,0,0.155324
-7.10595,0.184326,2.05813,0,0.155324
-7.10595,0.00736434,2.05813,0,0.155324
-7.10595,0.223262,2.05813,0,0.155324
-7.10595,0.195023,2.05813,0,0.155324
-7.17113,0.947816,2.05813,0,0.148208
-6.89262,1,2.05813,0,0.320864
-6.76316,1,2.05813,0,0.228679

# Elapsed Time: 0.011369 seconds (Warm-up)
#               0.015409 seconds (Sampling)
#               0.026778 seconds (Total)

