# stan_version_major = 2
# stan_version_minor = 7
# stan_version_patch = 0
# model = gmm_diag_model
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta_adagrad = 0.5
#     tol_rel_obj = 0.014999999999999999
#     eval_elbo = 10
#     output_samples = 1000 (Default)
# id = 0 (Default)
# data
#   file = training.data.R
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = output_mf.csv
#   diagnostic_file = elbo_mf.csv
#   refresh = 100 (Default)
lp__,theta.1,theta.2,theta.3,mu.1.1,mu.2.1,mu.3.1,mu.1.2,mu.2.2,mu.3.2,sigma.1.1,sigma.2.1,sigma.3.1,sigma.1.2,sigma.2.2,sigma.3.2
-17807.9,0.374729,0.358141,0.26713,15.6228,-7.10075,-2.90268,15.4465,5.01607,-16.9644,18.6472,9.11603,17.9172,12.3881,6.74445,16.8174
-17880.9,0.375503,0.357529,0.266969,16.1974,-6.94268,-3.05222,17.1278,5.11787,-15.823,20.8048,8.78886,18.2314,12.4145,7.28306,16.5101
-17812,0.375375,0.356014,0.268611,17.2516,-6.77119,-3.29874,16.2694,5.04193,-16.5375,19.1301,8.86524,17.8996,12.3516,6.96548,16.6123
-17835.7,0.374795,0.357179,0.268026,14.9682,-7.14536,-2.38486,16.7236,5.0325,-16.2385,20.024,9.45355,17.8285,12.5721,7.34635,16.6231
-17884.2,0.376976,0.356303,0.26672,16.8632,-7.8165,-6.2682,16.8422,5.11242,-16.7455,19.4958,8.75833,17.9538,12.4023,7.25543,17.2017
-17903.2,0.377865,0.356738,0.265397,16.0052,-7.17899,-7.364,16.1678,5.022,-14.4058,20.4571,9.7017,17.7562,12.516,7.16912,16.5205
-17808.8,0.375445,0.356607,0.267947,17.7458,-6.54745,-3.76396,18.0899,5.19817,-15.5032,18.7928,9.28927,17.6422,12.5201,7.08711,16.593
-17860.6,0.375182,0.356754,0.268064,16.6299,-6.31687,-2.28644,15.367,5.14477,-17.2502,20.3209,7.70427,17.4486,12.3625,6.84414,16.9042
-17812.1,0.372696,0.357172,0.270132,17.9821,-6.19797,-4.80998,15.7545,4.93433,-13.95,19.0491,8.76492,17.821,12.3791,6.8792,17.0928
-17793.1,0.374025,0.354336,0.271639,14.5008,-8.03817,-2.42797,16.9851,5.00007,-16.3827,19.2986,9.44679,18.1788,12.4906,7.29101,16.6649
-17851.3,0.37794,0.356158,0.265902,15.9943,-7.56621,-1.24666,17.1756,4.99085,-17.0426,19.0366,9.36593,18.4243,12.3573,6.9231,16.7305
-17819.8,0.375719,0.356643,0.267638,15.626,-6.1951,-4.89632,15.2675,4.97535,-14.8944,19.2431,8.98207,18.0101,12.4969,6.7772,16.5674
-17832.9,0.372949,0.356096,0.270955,17.1033,-6.83693,-1.75485,17.584,4.89945,-17.2804,20.0897,8.19242,18.2201,12.4093,6.91722,17.1587
-17830.7,0.375008,0.35649,0.268502,14.2313,-7.72601,-4.49167,16.611,4.96865,-17.3918,20.2522,7.66104,17.3117,12.4403,6.7494,16.5887
-17790.7,0.374453,0.354801,0.270746,15.8473,-7.27817,-5.47267,16.3887,5.12263,-18.1752,19.7238,9.56197,17.5346,12.3912,7.1695,16.0256
-17882.3,0.373436,0.359225,0.26734,13.9842,-8.90011,-5.81909,16.7184,4.94344,-14.8801,20.0622,9.27001,17.9773,12.3592,7.45636,16.8198
-17854.9,0.372401,0.359892,0.267707,16.6527,-6.96744,-5.24018,16.6171,4.91856,-17.3251,19.8188,9.55481,18.0301,12.4227,6.99408,17.335
-17839.5,0.374827,0.357249,0.267924,16.8739,-7.43055,-5.66192,16.2403,5.0118,-15.9296,19.1918,8.8609,18.075,12.4108,7.07278,16.8709
-17860.4,0.372838,0.360113,0.267049,15.2129,-6.39887,-4.40178,16.0317,5.00519,-13.492,20.4038,8.88792,17.7344,12.6569,7.10027,16.8434
-17868.5,0.377677,0.355031,0.267292,16.2953,-6.46875,-8.64669,16.3064,5.30499,-15.0158,19.0869,8.88268,18.2145,12.572,6.82923,16.8916
-17881,0.377899,0.355853,0.266248,15.4111,-7.46169,-4.47308,17.992,4.83383,-15.1532,20.5495,8.54533,17.6319,12.4741,7.339,16.6449
-17834.3,0.374676,0.35656,0.268763,15.8037,-7.2981,-2.72121,17.3074,5.08878,-17.0254,19.6727,9.60629,17.923,12.3848,7.34559,16.86
-17851.9,0.376028,0.357012,0.266961,16.3757,-7.32032,-2.48967,16.4588,5.03564,-16.5551,19.0387,8.92547,18.2482,12.3984,6.91496,17.3836
-17854.7,0.377881,0.354445,0.267674,16.1432,-6.23312,-1.56125,17.0851,5.03086,-16.1379,19.5267,9.06137,18.2021,12.5058,7.18023,17.0544
-17794,0.374273,0.357876,0.267852,14.2351,-6.31386,-3.69297,16.7596,5.04506,-15.6033,18.8976,8.49892,17.8544,12.6882,6.79577,16.5617
-17857.9,0.37881,0.352925,0.268265,16.152,-7.25435,-3.59732,16.8882,5.19547,-14.9862,19.2338,9.10727,18.5077,12.4469,6.97713,17.247
-17813.4,0.373499,0.35762,0.268882,16.6254,-7.31442,-3.33446,17.6403,5.17225,-17.231,19.2198,8.26654,18.1234,12.5017,6.85378,16.6022
-17848.5,0.373741,0.359214,0.267044,14.2986,-7.19738,-3.71907,16.4291,5.07667,-13.6135,19.6804,8.91236,17.8093,12.6306,7.20352,16.9242
-17840.7,0.374051,0.359369,0.26658,15.5033,-7.30308,-4.19695,16.9028,5.12478,-16.8352,19.9356,9.20245,17.4147,12.4285,7.04776,16.7424
-17811.3,0.376966,0.35498,0.268054,16.023,-6.12383,-2.23944,16.9317,4.90519,-13.866,19.0373,9.37625,17.5975,12.4026,6.9952,16.6178
-17809.3,0.375722,0.3555,0.268778,14.6016,-7.88509,-4.94128,17.4492,5.17182,-17.0043,18.8191,10.2914,18.0861,12.5846,6.81287,16.713
-17886.3,0.376796,0.35498,0.268224,17.4788,-6.60106,-6.55809,17.4408,5.31955,-15.8329,20.6552,8.70222,18.2956,12.6969,6.87773,16.8783
-17826.6,0.375037,0.357691,0.267272,14.9234,-7.42105,-3.11145,16.3564,5.25972,-14.7302,19.8994,9.19266,17.2734,12.4797,7.02125,16.466
-17839.4,0.376379,0.356179,0.267442,16.6735,-5.90128,-0.0588498,16.687,5.13971,-15.7226,18.5678,7.86301,17.8033,12.5003,7.00718,16.7774
-17891.6,0.375262,0.356213,0.268525,15.752,-7.83943,-5.92457,17.9022,5.22723,-16.1237,21.2899,8.80534,18.1179,12.684,7.14922,16.6727
-17829.4,0.375712,0.354561,0.269727,14.9331,-6.67589,-2.27453,16.0732,5.18005,-14.97,20.1865,9.98217,18.1105,12.5699,7.13478,16.4486
-17834.6,0.377785,0.355389,0.266825,13.8338,-7.72809,-3.25925,17.2687,5.12387,-16.621,18.9918,9.59112,17.9446,12.5629,7.28085,16.6917
-17863.6,0.375726,0.357007,0.267268,16.6268,-7.56203,-4.91695,16.5147,5.14147,-17.0695,20.6032,9.01033,17.8476,12.4236,7.05117,16.4084
-17841.3,0.375837,0.354453,0.26971,17.2432,-6.89938,-3.18972,17.3948,5.01441,-16.167,20.3368,8.87907,18.1921,12.4603,6.85875,16.9133
-17834.9,0.376926,0.355549,0.267526,14.5589,-7.02452,-3.93542,17.9636,4.98517,-15.5389,19.8092,8.79122,18.0785,12.4397,6.88277,16.5684
-17855.6,0.37406,0.358316,0.267624,18.2408,-6.63685,-8.27632,16.2144,5.14456,-15.6971,19.0837,8.69179,18.091,12.4576,7.27986,16.332
-17835.1,0.374207,0.356381,0.269412,18.411,-7.12946,-2.63496,16.7466,4.92706,-15.4105,18.9411,8.64658,18.3499,12.3999,7.06261,17.3146
-17870.7,0.374386,0.359217,0.266397,17.4271,-6.74098,-3.83916,16.4341,5.17905,-16.7854,20.2737,9.11547,18.3685,12.3703,6.74701,16.7157
-17849.3,0.375405,0.356252,0.268343,16.7703,-7.57733,-4.52626,16.328,5.1701,-14.3527,19.7899,8.67254,17.9597,12.3349,7.23105,16.5154
-17842.4,0.373985,0.356258,0.269757,17.2275,-7.5414,-3.76931,17.9738,5.1275,-15.681,19.9228,9.89598,18.1544,12.42,7.03954,17.0931
-17883.2,0.376311,0.356523,0.267166,17.2814,-7.41934,-5.00394,18.3663,5.01092,-18.0951,20.5251,8.73153,18.2577,12.3709,6.74855,16.9052
-17847.7,0.374352,0.357903,0.267746,18.1754,-6.00132,-7.86281,17.7008,5.12237,-16.9599,19.2286,9.22734,18.0097,12.3834,7.00488,16.6274
-17815.6,0.378092,0.355098,0.26681,14.344,-7.0745,-2.26368,15.821,4.9862,-17.7288,18.7453,9.3194,17.7457,12.4351,7.0582,16.6627
-17803,0.376033,0.354833,0.269133,17.5871,-6.84832,-6.90595,17.3068,5.10161,-15.643,19.0191,9.2491,17.5109,12.5635,7.09515,16.1569
-17863.7,0.377933,0.35569,0.266377,15.271,-6.82988,-5.13925,16.5877,5.04658,-15.9859,19.772,10.0115,17.9374,12.5433,7.26954,16.6958
-17812,0.371735,0.359387,0.268878,16.1536,-6.1269,0.243424,17.4816,5.10113,-15.9638,19.3996,9.16466,17.9981,12.4768,7.39096,16.1398
-17859.1,0.378537,0.353457,0.268006,14.9607,-7.01145,-5.51156,16.4837,4.91061,-15.819,20.4389,8.98114,17.9739,12.524,7.14584,16.6081
-17836.2,0.377825,0.355774,0.266401,16.8262,-6.09254,-3.5336,15.4102,5.23124,-17.5153,19.4016,9.11449,17.3549,12.4664,7.25961,16.2638
-17882.7,0.376767,0.356903,0.26633,15.7434,-8.04563,-1.1262,16.9398,4.99431,-15.2419,20.2324,8.02174,17.8153,12.5409,7.01217,17.0352
-17842.9,0.377385,0.355887,0.266728,15.9082,-7.40505,-4.71197,16.0941,5.14861,-15.3484,19.4071,9.10213,18.1583,12.4471,7.04892,16.3023
-17812.9,0.37402,0.355398,0.270582,17.1979,-7.73228,-4.54732,15.0698,5.02904,-13.5155,18.7602,8.18707,17.9968,12.3075,7.22405,16.5594
-17844.7,0.374913,0.358711,0.266375,17.7604,-7.52262,-2.26567,15.7209,5.09499,-17.6584,19.209,9.46196,18.0672,12.6196,7.10582,16.5962
-17844.8,0.375853,0.357734,0.266413,16.5398,-6.28224,-5.71256,16.5733,5.20682,-16.8735,19.2277,9.31311,17.7202,12.4888,7.14604,16.7427
-17811.9,0.373734,0.356304,0.269962,15.849,-7.07336,-2.34304,14.9931,4.93773,-16.0749,19.495,9.54964,18.1908,12.3512,6.96942,16.7376
-17832.8,0.374763,0.356729,0.268508,15.9218,-6.6008,-5.71577,17.2129,5.04786,-14.3586,19.1758,8.57871,18.0615,12.4776,7.33047,16.6184
-17837.6,0.373945,0.357651,0.268404,16.4913,-6.54854,-3.50934,16.4309,5.05229,-16.0443,19.9862,9.63017,17.5854,12.4537,7.40808,16.7863
-17814.6,0.375455,0.354519,0.270025,14.1965,-7.7504,-1.63122,16.6671,5.25842,-14.9524,20.0594,9.02472,18.1019,12.6571,6.85749,16.4521
-17824.7,0.375261,0.35504,0.269699,16.8955,-6.86938,-3.08247,17.4278,5.05415,-15.903,19.8857,9.1669,17.6713,12.4719,7.07426,17.0358
-17826.2,0.375431,0.355251,0.269317,18.7752,-6.96753,-4.48358,18.5714,4.99479,-16.6086,18.8331,8.12056,18.1767,12.58,7.29558,16.5474
-17814.5,0.374067,0.356068,0.269865,16.0632,-7.07661,-0.0680329,16.6395,4.91206,-15.4092,19.525,8.91488,17.9126,12.5345,6.9822,16.9467
-17828.4,0.374082,0.359014,0.266904,15.7255,-7.39658,-3.6058,15.1787,4.94734,-14.7854,18.8994,10.0413,18.0759,12.3172,7.0266,16.5087
-17834.4,0.37593,0.357706,0.266364,17.4043,-8.12271,-5.33608,15.9337,5.24613,-15.8902,18.4644,8.86014,18.0123,12.4668,6.88395,16.6119
-17877.1,0.374458,0.359102,0.266441,17.2528,-6.71077,-6.25813,15.7685,5.07864,-17.5705,19.9075,8.601,18.1569,12.5982,6.845,17.097
-17820.2,0.370561,0.359382,0.270057,15.3281,-6.28569,-3.23179,17.4931,4.65558,-15.7001,19.1665,8.21897,18.9891,12.5651,7.18657,16.9415
-17819.4,0.376934,0.351853,0.271214,16.6384,-7.11743,-5.62822,17.2664,4.83911,-16.9648,19.0448,9.08578,18.1806,12.4659,7.2957,17.1719
-17829.8,0.371614,0.358622,0.269764,14.3385,-7.48376,-5.69141,17.7039,4.87075,-16.0704,20.1571,8.69565,18.2227,12.4647,6.8559,16.8873
-17842.6,0.374678,0.357538,0.267785,16.6197,-6.78399,-4.13299,17.2926,4.9431,-16.8446,20.2531,8.95657,18.4901,12.5395,6.67086,16.5542
-17852.7,0.37518,0.357851,0.266969,15.6546,-7.48763,-3.54536,17.5417,5.20717,-17.0301,20.0871,9.08896,17.7746,12.5103,6.89135,16.9493
-17835.5,0.376191,0.355002,0.268807,16.9615,-7.14401,-6.46195,16.747,4.7066,-14.3946,19.5322,8.72929,17.6114,12.5744,7.09315,16.9056
-17794.3,0.373655,0.355998,0.270347,16.3432,-7.18879,-1.27482,18.8625,5.26103,-14.8457,18.7478,8.00241,18.0324,12.5259,7.03112,16.3821
-17847.3,0.375473,0.356843,0.267685,14.9191,-6.25606,-0.64747,17.6608,5.03169,-15.6708,20.1539,9.23027,18.1013,12.5689,7.11925,16.668
-17818.6,0.373154,0.357048,0.269797,15.1649,-6.80658,-3.10346,16.7949,5.17803,-17.0623,19.826,9.47546,18.4405,12.505,7.12777,16.5355
-17802.6,0.375789,0.355091,0.26912,14.9949,-7.10903,-3.61302,16.0763,5.25726,-15.8524,18.604,8.35804,18.0645,12.2671,6.73343,16.8638
-17825,0.376557,0.356098,0.267345,15.5057,-7.07603,-7.08595,15.5077,5.00495,-16.0456,19.0549,9.91337,17.2126,12.4777,6.81116,16.8429
-17872.5,0.375333,0.357974,0.266693,16.4133,-6.33471,-6.30755,16.5869,4.9853,-16.0802,20.6183,9.52802,17.9158,12.4946,6.89128,16.7357
-17883.8,0.377788,0.354857,0.267355,16.891,-7.90812,-4.32531,15.6611,4.94016,-17.943,20.4626,9.56454,17.5995,12.4495,7.02161,17.3381
-17849.8,0.378106,0.353359,0.268535,15.4007,-6.07282,-1.97186,17.0727,5.26432,-17.7535,19.6032,10.0454,18.583,12.355,6.90541,16.8314
-17829.5,0.378098,0.353061,0.268841,14.8597,-6.6917,-5.00022,18.2203,5.1987,-16.0788,19.3941,7.92745,17.9647,12.5025,6.8534,16.6027
-17790.7,0.374057,0.357063,0.26888,15.7104,-6.22771,-3.56153,17.3058,4.95135,-17.8191,18.6092,10.251,18.3093,12.4601,7.20456,16.199
-17811.4,0.373126,0.356707,0.270167,16.0054,-7.70407,-4.76222,16.7794,5.1002,-16.7094,19.3678,8.68336,18.0247,12.5375,6.80627,17.1094
-17825.9,0.372151,0.359213,0.268635,16.0019,-6.89949,-3.95533,16.2499,5.24178,-15.4586,19.2947,9.89263,18.4114,12.3357,6.94706,16.6911
-17880.5,0.377124,0.357056,0.265821,16.0187,-8.01776,-1.6528,16.5001,5.06182,-14.9085,20.1325,9.15767,17.609,12.3994,7.12087,17.0525
-17818.6,0.373252,0.356808,0.26994,16.3249,-6.849,-1.08831,17.2032,4.91779,-14.1681,20.1265,9.53974,18.2584,12.5091,6.88003,16.4625
-17813.9,0.378438,0.350658,0.270904,14.8965,-7.00333,-5.65696,16.436,5.05258,-18.4966,19.6015,8.90769,17.8246,12.3275,7.04203,16.6553
-17864.1,0.376033,0.358032,0.265935,15.7385,-7.41821,-3.00818,16.0748,5.1559,-16.5712,19.8038,8.28144,17.8587,12.4372,7.06167,16.778
-17806,0.373536,0.357563,0.268901,16.8018,-6.71291,-3.0594,15.458,4.96966,-17.1982,19.072,8.92064,18.2898,12.4359,6.87333,16.5488
-17830.8,0.373763,0.358791,0.267446,16.2837,-8.29631,-4.10903,16.153,4.87799,-16.076,19.9582,8.38867,17.4883,12.288,6.32698,16.9037
-17849.1,0.377503,0.357119,0.265378,14.8436,-5.63528,-4.56154,16.7522,5.05525,-15.8321,18.8733,8.33221,18.0137,12.4276,7.1614,16.5737
-17810.9,0.377298,0.354029,0.268673,14.6177,-6.73359,-3.33444,16.3383,4.8278,-16.6741,18.8292,8.71536,18.1685,12.5677,6.88747,17.1104
-17840.9,0.374497,0.35974,0.265763,15.3555,-7.67957,-4.67296,17.0905,5.09056,-16.6538,19.1966,9.32012,18.0243,12.3854,6.91606,16.6532
-17849,0.375249,0.359338,0.265413,15.3837,-7.27813,-3.18594,16.6368,5.08221,-16.0349,19.5202,9.22076,17.6628,12.6015,7.49263,16.4409
-17863.6,0.374083,0.357546,0.268372,15.1209,-6.94316,-6.83613,15.6375,5.05958,-13.8302,19.1171,9.68539,18.7372,12.3252,7.15627,16.9687
-17849,0.37353,0.357535,0.268936,17.0911,-7.37939,-2.49341,16.0642,5.26282,-16.4743,19.8625,8.99684,18.4257,12.3332,7.2989,16.5801
-17823.9,0.376283,0.354009,0.269707,17.0638,-7.9801,-1.17448,16.2853,5.2479,-15.0138,19.1925,8.53875,18.0097,12.5706,6.78112,17.021
-17834.7,0.37651,0.354105,0.269385,17.1959,-6.35191,-3.73308,16.9031,4.98751,-16.2377,19.6261,9.15679,18.2151,12.4754,7.37535,16.6661
-17875,0.375882,0.354799,0.269319,16.6697,-6.7293,-5.25687,17.2566,5.01587,-15.9307,21.091,8.85849,18.7572,12.4716,6.9227,16.5985
-17843.2,0.373122,0.357335,0.269543,14.4536,-6.43756,-6.29947,16.8739,4.97711,-16.9579,20.3592,9.14636,18.3653,12.4226,6.90563,16.9108
-17886.2,0.376998,0.357907,0.265095,16.0065,-6.92073,-4.65194,15.4705,5.22143,-16.919,19.3803,8.7332,18.591,12.4864,7.12556,16.9116
-17841.3,0.375201,0.357376,0.267423,14.469,-6.94145,-3.65766,17.0346,4.90409,-14.9462,20.3105,8.02249,17.9761,12.5473,6.65279,16.5689
-17861.9,0.3754,0.357244,0.267356,16.775,-7.34278,-5.97666,17.0826,5.1743,-15.187,19.3707,8.87783,18.3613,12.2995,7.20289,16.6641
-17925.1,0.377743,0.358555,0.263702,16.7833,-7.19979,-3.35993,15.4084,5.10304,-15.507,20.1032,8.23289,18.1342,12.4463,7.33347,17.0234
-17858.2,0.377151,0.356027,0.266822,15.386,-6.68553,-2.46323,16.4319,4.95263,-15.9536,20.2944,9.60734,17.9234,12.3316,7.19483,16.5492
-17776.4,0.371167,0.356765,0.272068,14.3525,-7.40838,-5.51189,16.8305,5.05897,-16.9428,19.6284,8.85416,17.5967,12.5126,6.9336,16.7152
-17833.4,0.376841,0.355932,0.267226,16.1638,-5.81651,-2.81546,16.8866,4.90344,-14.7275,19.3448,8.92524,17.7673,12.3198,7.0841,16.6966
-17854.3,0.374755,0.359424,0.265821,16.4543,-7.23237,-5.83725,17.0818,5.09626,-14.4719,18.434,9.08613,18.4093,12.2933,6.96445,16.9817
-17917.3,0.37688,0.357052,0.266067,17.4067,-6.60821,-6.05031,16.5056,5.22738,-15.513,20.5317,10.0009,18.7672,12.3214,6.86167,16.8854
-17831.4,0.374577,0.356467,0.268956,16.1888,-6.84465,-2.09666,15.3037,5.21401,-17.5369,19.6839,9.05189,18.0791,12.445,6.95032,16.8577
-17852.5,0.376583,0.353993,0.269424,15.9524,-7.73154,-2.26711,15.2718,5.04001,-16.2002,20.5922,8.52632,18.304,12.3451,7.13367,16.3187
-17878.6,0.374585,0.356246,0.269169,17.8131,-6.92311,-5.02102,17.4374,5.18746,-15.9424,20.4604,9.82303,18.6335,12.359,7.02201,17.0653
-17830.5,0.374933,0.356022,0.269045,15.9659,-7.37127,-2.50796,16.8697,5.04042,-17.1476,19.5771,8.52939,18.0566,12.3149,6.86263,17.0895
-17850,0.374184,0.359059,0.266757,15.4656,-6.9354,-1.78322,16.6055,5.02704,-14.0332,19.5464,8.89831,18.1047,12.594,7.21538,16.7498
-17819,0.376268,0.355261,0.268471,17.3368,-7.65836,-3.30288,17.2086,5.0178,-15.614,18.499,8.76816,18.3056,12.4126,7.10041,16.7606
-17877.8,0.37594,0.35813,0.26593,14.6423,-6.68849,-3.59081,17.0976,5.22186,-15.0718,20.2887,8.01707,18.0898,12.4239,7.29209,16.3009
-17887.5,0.374835,0.358536,0.266629,14.4503,-7.19831,-8.09628,16.7336,4.90956,-16.7113,20.1098,7.97625,17.6375,12.5156,6.95628,17.1269
-17843.7,0.373601,0.359026,0.267373,18.6487,-7.04379,-3.27506,15.6816,5.0726,-15.1823,19.7391,9.14951,17.568,12.5196,7.0698,16.7258
-17849.1,0.372828,0.359173,0.267998,17.2881,-7.18003,-2.27273,15.6942,5.14434,-14.9465,19.9875,8.62529,17.9978,12.4822,6.95818,16.8301
-17813.5,0.371004,0.358456,0.27054,17.522,-7.09722,-5.53232,15.8477,5.20909,-15.9726,19.9827,9.44424,17.8481,12.407,6.99552,16.4464
-17795.1,0.377184,0.353384,0.269432,15.404,-6.58474,-5.52596,16.1357,4.98581,-18.1418,19.1075,9.24046,18.2877,12.4835,6.81764,16.1453
-17791.8,0.373827,0.356537,0.269636,14.1738,-6.67504,-3.21578,16.1839,4.85875,-17.8613,19.2676,8.04282,17.9078,12.263,6.94692,16.3324
-17819,0.375777,0.353792,0.270431,17.8014,-7.60293,-3.5678,18.0131,5.06641,-16.5109,19.744,9.46023,18.021,12.4049,7.0947,16.5905
-17854.9,0.373272,0.357955,0.268773,17.417,-7.05797,-8.51668,16.3439,5.21682,-15.4651,19.6827,9.12985,17.8625,12.5837,7.31535,16.3936
-17840.5,0.372661,0.359194,0.268145,14.643,-7.60856,-5.74376,16.56,5.18907,-15.2722,19.5525,9.46975,18.1213,12.3536,7.23126,16.5841
-17821.6,0.373593,0.354521,0.271886,16.4987,-7.10273,-5.68702,16.3421,5.1066,-15.3765,20.1158,8.08044,17.9945,12.4988,6.82604,16.9363
-17871.8,0.376116,0.356676,0.267208,14.7807,-7.4687,-1.8119,18.7644,4.89288,-14.7642,20.6247,8.88503,18.3426,12.51,6.95107,16.7614
-17802.6,0.371136,0.357541,0.271323,16.8994,-7.46505,-1.15512,17.8843,5.06506,-16.0138,19.2837,8.37486,17.9309,12.306,7.3317,16.7539
-17903.9,0.37806,0.355469,0.266471,16.2104,-7.20021,-6.04105,16.0718,4.97538,-13.8875,20.1243,8.28883,17.9517,12.4626,7.53001,16.8757
-17823.2,0.374385,0.3574,0.268215,17.3983,-7.40441,-5.50235,16.1983,5.12261,-15.5432,19.1263,8.71933,17.6804,12.4698,6.68015,17.0267
-17811.6,0.375479,0.356692,0.267829,16.2438,-7.0184,-4.26077,16.2432,5.03934,-16.903,19.7215,8.82862,16.9142,12.5166,7.19335,16.3964
-17801.8,0.374012,0.355408,0.27058,14.4111,-7.05673,-1.93869,17.4958,4.99616,-16.7675,19.9267,9.31152,18.2466,12.5044,7.14009,16.3635
-17887.5,0.377325,0.356752,0.265923,17.2645,-7.48853,-8.11494,16.5177,5.24095,-15.1768,19.5173,9.42641,17.6777,12.4542,7.00441,16.8095
-17812.7,0.376354,0.354462,0.269184,15.2705,-7.10682,-2.29954,15.6008,5.03014,-16.9557,19.1939,8.25842,18.3388,12.4902,7.05342,16.381
-17879.2,0.37502,0.358999,0.265982,16.0106,-7.66972,-1.83612,15.2231,5.24643,-16.2354,20.3058,8.70612,18.4138,12.5731,7.11899,16.3993
-17846.9,0.374605,0.35788,0.267516,16.5862,-8.35688,-4.57406,16.634,5.09653,-15.9792,19.323,8.11457,17.5722,12.3404,7.37254,16.6104
-17814.9,0.376882,0.353971,0.269147,17.0069,-7.02057,-3.94656,15.8305,4.94471,-16.7245,19.3883,9.4539,17.931,12.3683,7.11173,16.4293
-17843.2,0.374266,0.357884,0.26785,16.7004,-7.42973,-4.13346,16.3764,5.00814,-15.3795,20.3847,9.31259,17.5626,12.4874,7.02859,16.6316
-17872.6,0.37695,0.356928,0.266122,16.5374,-7.40598,-4.75175,16.5962,5.05646,-16.9476,19.9284,8.7864,18.3574,12.362,6.89757,16.6882
-17865.8,0.3767,0.35453,0.26877,17.2576,-7.30222,-4.58974,16.2396,5.01857,-16.4583,21.0329,8.95954,17.7472,12.4884,7.05725,16.6803
-17888.2,0.377804,0.355183,0.267014,16.3662,-7.26759,-3.51905,14.3288,5.09989,-15.5004,20.4312,8.77134,17.9991,12.4192,7.35201,16.7275
-17838.9,0.376113,0.356028,0.267859,12.9117,-7.40741,-4.67613,17.4521,5.01869,-16.5184,19.9652,8.6677,18.2379,12.4681,6.75501,16.6859
-17851.5,0.373916,0.35611,0.269973,17.2046,-6.95811,-2.5752,15.9348,5.02045,-16.1009,20.4899,9.99961,17.6885,12.4278,7.31965,17.1499
-17908.1,0.377322,0.357792,0.264886,16.9975,-6.84783,-3.92364,16.473,4.85494,-15.3268,20.2588,8.28294,18.5328,12.4753,6.97117,16.9964
-17865.2,0.375922,0.356767,0.267311,14.7186,-7.30961,-3.86727,15.5724,5.0349,-14.6425,19.8778,9.15093,18.1124,12.5311,7.38638,16.9384
-17787.3,0.370147,0.359403,0.27045,15.1493,-7.86268,-2.09561,14.4209,4.89173,-15.5294,19.0549,9.27851,18.3759,12.4651,6.99399,16.4031
-17859.3,0.37309,0.357569,0.269341,17.4271,-7.6972,-4.58052,15.9922,5.25009,-16.2097,20.7744,9.24438,18.1227,12.5133,7.13059,16.5394
-17866.9,0.374309,0.360507,0.265183,17.0801,-7.60105,-3.21933,15.1091,5.11794,-15.3654,19.9601,9.2236,17.5652,12.6399,7.05514,16.7296
-17807.7,0.377115,0.3537,0.269185,15.0125,-6.13676,-3.46574,16.9941,5.19432,-15.6419,19.1712,8.67027,18.0032,12.4847,7.31869,16.2008
-17792.6,0.373679,0.355884,0.270438,13.3979,-8.56248,-4.15867,17.2812,5.22283,-15.7256,19.2198,8.72504,18.1186,12.5829,6.90841,16.3493
-17812.5,0.376555,0.356204,0.267241,14.9458,-7.46918,-4.56436,16.4957,5.09512,-16.8251,19.0298,9.71491,17.6857,12.4618,7.51929,15.8613
-17787.2,0.374283,0.355441,0.270276,14.2335,-7.21866,-4.6181,16.1311,5.00663,-15.335,19.5683,9.53118,17.765,12.4832,7.06163,16.2146
-17806.6,0.374965,0.357256,0.267779,14.8246,-7.45124,-3.28779,16.0568,4.87159,-15.5777,19.3719,8.80288,18.0244,12.6743,6.95745,16.3123
-17791.1,0.37333,0.356682,0.269988,16.5183,-6.78657,-2.43365,17.7699,4.97106,-15.7058,19.0735,8.86152,18.1219,12.6769,7.11436,16.5445
-17811.1,0.373893,0.359038,0.267069,16.7722,-7.11644,-4.06339,16.3065,5.07644,-16.4324,19.1981,8.7824,17.8592,12.5976,6.89385,16.2905
-17868.5,0.375329,0.357567,0.267104,17.1271,-7.28184,-3.77931,15.6529,5.3111,-15.8076,19.9815,9.06302,18.1553,12.5944,7.09041,16.8587
-17852.5,0.376859,0.357188,0.265953,16.2625,-7.50533,-1.45392,17.9396,4.95969,-16.4427,20.078,8.54949,17.6817,12.4101,7.13242,16.2202
-17887.9,0.377079,0.356484,0.266437,15.5739,-6.5237,-4.46959,17.1561,5.23072,-15.9104,20.3656,8.19822,17.8833,12.214,7.28795,16.7407
-17881.8,0.376073,0.358303,0.265624,16.5066,-7.85599,-5.64518,16.6255,4.96664,-15.2284,20.1008,9.42297,18.0505,12.3909,6.79106,16.8611
-17844.4,0.375873,0.35622,0.267907,16.9821,-7.09006,-3.41307,15.9909,5.07411,-16.9463,19.4092,8.99675,18.3264,12.4387,7.09072,16.8208
-17832.5,0.375153,0.357385,0.267462,15.4313,-6.21594,-4.1859,16.4744,5.0523,-16.0433,19.5423,9.42458,17.9142,12.4382,7.07187,16.7768
