# stan_version_major = 2
# stan_version_minor = 7
# stan_version_patch = 0
# model = gmm_diag_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = training.data.R
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = output_nuts.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,theta.1,theta.2,theta.3,mu.1.1,mu.2.1,mu.3.1,mu.1.2,mu.2.2,mu.3.2,sigma.1.1,sigma.2.1,sigma.3.1,sigma.1.2,sigma.2.2,sigma.3.2
-50107.1,1,0.565728,3,7,0,0.333674,0.33661,0.329717,-7.35025,-3.60105,16.6378,4.52429,-16.2,17.8406,10.081,14.5361,12.7539,4.53137,12.3802,13.5912
-50113.9,0.805115,0.565728,3,7,0,0.342663,0.336281,0.321056,-7.45368,-2.74398,16.0271,4.48476,-16.7703,18.8528,8.63458,14.5522,12.7478,4.89385,11.9986,13.4811
-50110.3,0.917152,0.565728,2,3,0,0.343099,0.334569,0.322332,-7.34855,-2.47778,16.2781,4.40771,-16.4824,18.7932,8.98369,14.8112,12.3275,4.64422,12.2539,13.6672
-50112.2,0.958854,0.565728,3,7,0,0.326518,0.340452,0.33303,-7.61155,-4.47526,15.7526,4.51381,-15.8852,18.2913,9.59087,14.4521,12.9629,4.49651,12.5058,12.9707
-50109.7,0.964014,0.565728,3,7,0,0.332266,0.337596,0.330138,-6.7627,-3.72114,14.491,4.30233,-16.3764,17.8579,8.99217,14.6832,13.4609,4.5609,11.9122,13.9177
-50106.9,0.871616,0.565728,3,7,0,0.333049,0.336668,0.330283,-7.87993,-3.9527,15.8296,4.50103,-16.4289,17.2199,9.56841,14.2699,12.8231,4.52408,12.8246,13.4141
-50109.5,0.729633,0.565728,3,7,0,0.337409,0.335703,0.326888,-7.12491,-2.34919,16.2416,4.58041,-17.1383,18.1369,9.65534,15.2334,12.7572,4.83711,11.929,12.6222
-50112.9,0.921472,0.565728,3,7,0,0.335685,0.337597,0.326718,-7.98851,-2.9462,15.8261,4.70762,-15.5328,15.8547,9.49654,13.921,13.061,4.53843,12.8036,13.9144
-50110,0.820014,0.565728,3,7,0,0.333021,0.335157,0.331822,-7.19084,-3.9771,15.5946,4.17286,-17.1543,18.1518,9.03306,15.3991,12.5431,4.43014,11.8923,13.2896
-50105.6,0.988323,0.565728,2,3,0,0.335822,0.334747,0.329431,-7.03266,-3.53922,16.2087,4.46237,-16.3587,18.2558,9.73746,14.9649,12.7061,4.40656,12.3505,13.2075
-50106.6,0.900486,0.565728,3,7,0,0.335381,0.333959,0.33066,-6.95279,-3.19184,16.3967,4.30307,-15.605,18.469,9.66616,14.9652,12.5725,4.5042,12.373,13.2258
-50106.6,0.675924,0.565728,3,7,0,0.335381,0.333959,0.33066,-6.95279,-3.19184,16.3967,4.30307,-15.605,18.469,9.66616,14.9652,12.5725,4.5042,12.373,13.2258
-50108.9,0.791172,0.565728,3,7,0,0.334171,0.335841,0.329989,-6.6996,-2.40724,15.614,4.19101,-15.7899,18.4543,9.13422,15.0296,12.854,4.57793,12.2135,12.8676
-50105.5,0.927744,0.565728,3,7,0,0.335474,0.33698,0.327547,-7.69926,-3.89117,14.8498,4.45423,-16.609,17.8246,9.57315,14.2448,13.0756,4.401,12.1679,13.7955
-50105.5,0.745537,0.565728,3,7,0,0.335474,0.33698,0.327547,-7.69926,-3.89117,14.8498,4.45423,-16.609,17.8246,9.57315,14.2448,13.0756,4.401,12.1679,13.7955
-50108.7,0.698412,0.565728,2,3,0,0.333667,0.332131,0.334202,-7.84496,-3.59899,15.1262,4.56823,-17.0704,16.7117,9.55815,14.3789,12.5638,4.26512,11.8752,13.7685
-50108.1,0.75096,0.565728,2,3,0,0.332699,0.335448,0.331853,-7.757,-4.52965,14.7141,4.45459,-16.7582,17.5175,9.39452,14.6797,13.2166,4.72245,12.2985,13.234
-50111.5,0.783679,0.565728,3,7,0,0.33973,0.336041,0.32423,-7.63236,-2.35589,17.0634,4.6439,-15.684,19.0402,9.3614,14.7347,12.1248,4.43704,12.1843,14.0821
-50109.7,1,0.565728,2,3,0,0.340541,0.334684,0.324775,-7.47924,-2.38201,16.9683,4.64706,-15.7269,19.185,9.17975,14.7111,12.2928,4.50072,12.5314,13.9057
-50108.9,0.963238,0.565728,3,7,0,0.332418,0.33599,0.331591,-7.86696,-3.09588,16.194,4.45617,-16.6485,18.7604,9.79805,14.3012,12.5672,4.92591,12.046,12.4015
-50108,0.82577,0.565728,3,7,0,0.332283,0.338235,0.329482,-7.60338,-3.34598,16.3195,4.54176,-16.5042,20.0917,9.60389,14.4586,12.2612,4.70125,11.755,12.6161
-50107.9,0.872019,0.565728,3,7,0,0.339014,0.336716,0.32427,-6.81658,-2.66538,15.9127,4.32861,-15.9416,18.8937,9.55776,14.6973,13.2444,4.31242,12.6127,13.1271
-50107.3,0.999326,0.565728,3,7,0,0.331032,0.336668,0.332299,-8.20625,-3.78661,14.823,4.53948,-17.4355,17.3275,9.11165,14.5684,12.5179,4.74256,11.8719,13.7368
-50109.8,0.818877,0.565728,3,7,0,0.338742,0.332873,0.328385,-7.50355,-4.26725,15.6308,4.19984,-17.987,17.3643,9.46819,14.54,11.9893,4.58202,11.7837,13.8831
-50108.4,0.972226,0.565728,2,3,0,0.338999,0.33275,0.328251,-6.67884,-3.86356,16.2867,4.45282,-17.3984,17.3318,9.47119,14.5991,12.0713,4.68815,12.1854,13.7727
-50109,0.841412,0.565728,3,7,0,0.330174,0.338771,0.331055,-7.32909,-3.25114,16.6608,4.31289,-17.4206,18.4135,9.84699,14.2468,12.7261,4.77314,11.7179,13.8842
-50107.5,0.96494,0.565728,3,7,0,0.333806,0.336033,0.330161,-6.99005,-2.55122,17.1454,4.5839,-16.199,20.1376,9.53856,14.6076,12.9494,4.78186,11.8508,12.7983
-50107.5,0.606868,0.565728,2,3,0,0.333806,0.336033,0.330161,-6.99005,-2.55122,17.1454,4.5839,-16.199,20.1376,9.53856,14.6076,12.9494,4.78186,11.8508,12.7983
-50106.7,0.860129,0.565728,3,7,0,0.339605,0.337003,0.323391,-7.14425,-2.86479,16.4562,4.28414,-15.9057,19.2138,9.79295,14.5902,12.474,4.502,12.247,13.3366
-50106.3,0.839749,0.565728,3,7,0,0.335264,0.333819,0.330917,-7.66484,-3.40035,16.2937,4.55316,-16.5927,18.4304,9.8475,14.0631,12.2025,4.66098,12.2411,13.137
-50109.2,0.747617,0.565728,3,7,0,0.338479,0.334523,0.326998,-7.17866,-2.67887,16.1552,4.03923,-16.4257,18.4573,9.74907,14.6387,12.8528,5.0274,12.3639,14.03
-50107.2,0.800379,0.565728,3,7,0,0.340723,0.333945,0.325331,-7.16376,-2.73223,15.7551,4.35138,-16.1483,18.3939,9.6271,14.5526,12.5049,4.96218,12.0487,13.2796
-50108.8,0.933352,0.565728,3,7,0,0.330204,0.336932,0.332864,-8.0556,-3.77316,16.5688,4.38844,-17.7326,17.6616,9.38361,14.6897,12.3736,4.61571,12.0333,13.4932
-50107.1,0.860111,0.565728,3,7,0,0.331879,0.338065,0.330056,-7.67165,-3.97393,16.2723,4.36697,-17.4442,18.1693,9.20036,14.2664,12.6677,4.65023,12.0705,13.9086
-50107.5,0.848384,0.565728,3,7,0,0.337953,0.335769,0.326278,-7.69276,-2.19716,15.3277,4.69298,-16.9318,19.4644,9.53536,14.3544,13.2748,4.67781,12.0674,13.0999
-50107.6,0.977066,0.565728,3,7,0,0.337892,0.335925,0.326183,-7.07973,-3.54526,16.0626,4.20989,-15.9646,17.8618,9.86087,14.1377,12.4692,4.45203,12.34,13.3952
-50109.2,0.968762,0.565728,3,7,0,0.333076,0.339276,0.327648,-7.78008,-2.90462,16.6375,4.78971,-16.2052,19.7071,8.96694,15.0347,12.6306,4.81568,12.6422,12.766
-50110.3,0.804722,0.565728,3,7,0,0.336319,0.337312,0.326369,-7.28913,-1.80425,15.3997,4.25013,-16.8478,17.5689,9.16504,14.8276,12.2844,4.71031,12.1244,12.9593
-50106.4,0.940183,0.565728,3,7,0,0.337572,0.334328,0.328101,-8.07504,-3.91831,16.3105,4.55682,-16.1004,18.2629,9.29471,14.6144,12.7393,4.77591,12.7532,13.5307
-50106.3,0.869339,0.565728,3,7,0,0.338047,0.337068,0.324885,-7.1026,-2.67406,16.0413,4.38558,-16.726,18.8573,9.32634,14.3387,13.3806,4.67256,12.1187,13.0649
-50109,0.828603,0.565728,2,3,0,0.337275,0.338157,0.324568,-6.99021,-2.43992,15.8081,4.49561,-16.4616,18.1411,9.47921,14.418,13.7421,4.60767,12.2492,12.9669
-50109.9,0.94145,0.565728,3,7,0,0.330829,0.334599,0.334573,-7.28728,-3.92553,15.7718,4.33831,-16.6555,19.3441,9.85756,14.4793,12.2446,4.55381,12.0792,13.5465
-50110.6,0.965459,0.565728,3,7,0,0.341376,0.338496,0.320128,-7.38346,-2.36045,15.3171,4.18306,-16.4756,20.1471,9.42706,14.6321,12.8779,4.6105,12.0785,13.1642
-50110.3,1,0.565728,3,7,0,0.331862,0.332445,0.335693,-7.25547,-4.00576,15.4437,4.37634,-17.519,16.4363,9.82979,14.793,13.1184,4.64103,11.976,13.5837
-50108.3,0.721211,0.565728,3,7,0,0.33963,0.336944,0.323427,-8.34239,-3.10785,16.2427,4.74469,-17.2444,17.7851,9.14381,14.3251,12.6394,4.81326,12.2154,13.5087
-50116.5,0.59601,0.565728,3,7,0,0.333356,0.336676,0.329968,-8.47515,-2.87708,15.2287,4.65315,-15.1121,17.9759,9.78059,13.8509,12.989,4.03681,12.5299,13.5354
-50110.4,0.903634,0.565728,3,7,0,0.33317,0.335639,0.331191,-7.34042,-4.28152,15.9649,4.65917,-17.4638,17.0713,9.33943,15.0448,12.1625,5.06775,11.6826,13.9326
-50110.2,0.978032,0.565728,3,7,0,0.333934,0.334005,0.332061,-7.34392,-4.18701,15.6506,4.73551,-17.4284,17.447,9.14475,14.765,12.4801,5.12851,11.8204,13.9065
-50113.3,0.604031,0.565728,2,3,0,0.336806,0.335663,0.327532,-8.01202,-2.52776,17.4198,4.70275,-16.8982,16.5017,9.1001,14.6468,12.4281,4.5986,12.4004,14.6499
-50108.1,0.968344,0.565728,3,7,0,0.334179,0.335691,0.330129,-6.76474,-2.93399,15.3004,4.20846,-17.2647,19.0772,9.31831,14.2962,13.3736,4.65514,11.7271,12.9679
-50108,0.706459,0.565728,2,3,0,0.334049,0.333207,0.332744,-7.50025,-3.31347,16.1426,4.55532,-17.9466,17.3783,9.75344,14.4658,13.2473,4.77979,11.6927,13.4325
-50105.6,0.739239,0.565728,3,7,0,0.33869,0.333707,0.327603,-7.35856,-3.31612,15.094,4.11552,-16.8649,19.1815,9.63809,14.462,12.7795,4.68508,12.0684,13.4617
-50106.8,0.736411,0.565728,3,7,0,0.337995,0.335164,0.326841,-7.27346,-3.36074,15.6092,3.95793,-17.2728,18.1777,9.40896,14.551,13.0321,4.41973,12.0828,13.5642
-50106.3,0.844996,0.565728,3,7,0,0.336367,0.339095,0.324538,-7.17234,-3.19139,16.2226,4.64067,-15.6842,19.7618,9.621,14.6496,12.7723,4.80214,12.4345,12.6731
-50106.1,0.926927,0.565728,3,7,0,0.3397,0.333819,0.326481,-7.38241,-2.76438,17.1663,4.45131,-16.6052,19.2964,9.48657,14.2079,12.5373,4.66325,12.3095,12.9712
-50110.4,0.591918,0.565728,3,7,0,0.332335,0.333814,0.33385,-7.06451,-3.24454,17.0337,4.58125,-15.7877,18.7105,9.44711,14.9918,12.4313,4.51104,11.985,13.8873
-50108.6,0.882829,0.565728,3,7,0,0.336926,0.336732,0.326342,-7.30203,-4.34044,15.9412,4.64301,-16.8298,17.1928,9.1589,14.3753,12.1524,5.05463,11.9938,13.6533
-50109.7,0.834952,0.565728,3,7,0,0.333536,0.335254,0.33121,-6.95024,-2.16777,15.1102,4.4991,-15.9555,18.5838,9.33384,15.1024,13.639,4.61358,12.258,13.1419
-50114.1,0.823085,0.565728,3,7,0,0.336307,0.337865,0.325828,-8.26767,-5.01035,14.6686,4.25148,-16.2035,16.3317,8.90682,14.5969,12.7118,4.08165,12.6472,13.8005
-50113.4,0.974172,0.565728,3,7,0,0.334816,0.334123,0.331062,-7.27898,-2.50346,17.892,4.77322,-16.6043,19.6087,9.61022,14.4221,12.706,5.33965,11.9013,12.8429
-50108.4,0.922486,0.565728,3,7,0,0.337857,0.335801,0.326342,-7.92973,-3.97463,15.2,4.52327,-16.7422,17.2622,9.33748,14.7324,12.2579,4.22582,12.2601,13.9739
-50106.6,0.978345,0.565728,3,7,0,0.335819,0.331294,0.332887,-7.84593,-2.92777,15.6234,4.62702,-16.3185,17.7496,9.45839,14.137,12.6876,4.67012,12.2882,13.2884
-50105.5,0.810702,0.565728,2,3,0,0.335214,0.334769,0.330017,-7.75705,-2.88965,15.5302,4.46659,-16.6709,17.5799,9.24497,14.1906,12.626,4.5236,12.2702,12.9812
-50106.3,0.659689,0.565728,3,7,0,0.334196,0.335244,0.33056,-7.50544,-3.82082,16.4082,4.51118,-15.7395,19.2813,9.35337,14.7648,13.016,4.6113,12.5272,13.6732
-50111,0.801716,0.565728,3,7,0,0.338656,0.335229,0.326115,-6.16113,-3.69096,16.6897,4.57434,-15.1866,18.9466,9.85076,14.4181,12.9726,4.59569,12.3431,13.0069
-50108.7,1,0.565728,3,7,0,0.334835,0.335405,0.329761,-6.96277,-3.39459,16.0404,4.15405,-17.6169,19.9491,9.5861,15.0706,13.0359,4.46068,12.0108,13.1079
-50108.1,1,0.565728,3,7,0,0.336899,0.337537,0.325564,-7.85264,-2.56456,15.4184,4.67826,-15.8235,18.795,9.39567,14.0729,12.6583,4.91345,12.4028,13.2742
-50110.1,0.759172,0.565728,3,7,0,0.336463,0.3333,0.330237,-7.75212,-4.87474,15.4497,4.26597,-16.6074,18.6489,9.09169,15.0475,12.6044,4.4819,11.9282,13.7116
-50108.8,0.968596,0.565728,3,7,0,0.335942,0.335857,0.328201,-7.3659,-1.73494,15.5207,4.42497,-16.7448,17.848,9.68033,14.4786,13.063,4.82328,12.622,13.501
-50110.7,0.903004,0.565728,3,7,0,0.333963,0.339533,0.326504,-7.66955,-3.04839,16.1128,4.62252,-15.8132,18.0276,9.3478,14.0164,13.2333,4.95189,12.7065,13.9918
-50114.1,0.889475,0.565728,3,7,0,0.334726,0.334754,0.330521,-6.50577,-4.62873,16.2217,4.39928,-16.0255,18.9543,9.35431,14.961,12.177,4.06878,12.4176,12.9005
-50106.1,0.81906,0.565728,2,3,0,0.336576,0.339669,0.323755,-7.15159,-3.14554,16.0773,4.44394,-16.396,19.5374,9.38024,14.896,12.6964,4.62106,12.4395,13.6447
-50105.9,0.887501,0.565728,3,7,0,0.333704,0.333303,0.332993,-7.68123,-3.51365,15.4623,4.3289,-16.0029,17.606,9.49898,14.3874,12.9855,4.48174,12.4564,13.2245
-50109.4,0.862763,0.565728,3,7,0,0.335806,0.336097,0.328098,-7.65406,-4.29098,15.7252,4.41692,-16.8957,16.8747,8.60677,14.9743,12.3905,4.55733,12.6832,14.2074
-50109.4,0.713693,0.565728,3,7,0,0.335806,0.336097,0.328098,-7.65406,-4.29098,15.7252,4.41692,-16.8957,16.8747,8.60677,14.9743,12.3905,4.55733,12.6832,14.2074
-50109,0.958929,0.565728,3,7,0,0.337434,0.33425,0.328315,-7.59596,-4.70843,15.9373,4.17393,-16.4195,17.4033,8.86993,14.8043,12.506,4.64047,12.5872,14.1724
-50110.9,0.741484,0.565728,3,7,0,0.335208,0.337635,0.327156,-8.26357,-2.675,17.2085,4.80068,-17.1576,19.1589,9.92567,14.4151,12.9704,4.63507,12.2254,12.7637
-50113.7,0.802766,0.565728,3,7,0,0.336055,0.33815,0.325796,-8.63504,-2.581,17.6479,4.6833,-16.5423,20.8125,10.0035,14.4699,12.6106,4.6342,12.1542,13.0103
-50111.9,0.91384,0.565728,3,7,0,0.333562,0.341258,0.32518,-6.75662,-3.38067,15.0354,4.37729,-16.1655,16.8144,9.10734,14.1885,12.9483,4.80171,12.3634,13.3534
-50111.2,0.900075,0.565728,3,7,0,0.333286,0.336623,0.33009,-7.79034,-2.37712,15.5924,4.75279,-16.5568,17.0705,8.67758,14.1678,12.7371,4.71196,12.7501,13.8934
-50109.6,0.961479,0.565728,3,7,0,0.334801,0.336785,0.328414,-8.10835,-3.88209,15.6041,4.18237,-16.1948,16.7569,9.51306,14.3357,12.4973,4.79575,12.9614,14.2956
-50111.7,0.571017,0.565728,3,7,0,0.33416,0.335576,0.330264,-8.02281,-3.2218,15.3633,4.31203,-15.9,15.0923,9.52465,14.2183,12.8215,4.71647,12.5305,13.8732
-50111.4,0.998514,0.565728,3,7,0,0.335657,0.337608,0.326736,-7.45851,-3.81928,16.7561,4.8088,-16.7321,20.4948,8.89942,14.9535,12.1569,4.63931,12.2018,13.5518
-50107.5,0.91912,0.565728,2,3,0,0.334362,0.335132,0.330506,-7.23578,-3.6489,16.672,4.78564,-15.9999,17.427,9.58729,14.824,12.711,4.63243,12.4507,13.1564
-50107.5,0.791484,0.565728,3,7,0,0.334362,0.335132,0.330506,-7.23578,-3.6489,16.672,4.78564,-15.9999,17.427,9.58729,14.824,12.711,4.63243,12.4507,13.1564
-50107.2,0.958995,0.565728,3,7,0,0.334016,0.336727,0.329256,-7.76694,-2.78012,16.0004,4.49772,-15.8225,18.6533,9.18427,14.2763,12.8539,4.70231,12.9465,12.9198
-50103.2,0.981768,0.565728,2,3,0,0.336094,0.334871,0.329035,-7.74747,-3.47847,15.8434,4.5112,-16.2238,18.4403,9.45936,14.6441,12.7638,4.68827,12.1531,13.3979
-50103.2,0.768696,0.565728,3,7,0,0.336094,0.334871,0.329035,-7.74747,-3.47847,15.8434,4.5112,-16.2238,18.4403,9.45936,14.6441,12.7638,4.68827,12.1531,13.3979
-50104.6,0.717921,0.565728,3,7,0,0.336646,0.335609,0.327745,-7.83096,-2.97634,16.1538,4.59513,-16.8225,18.0012,9.4623,14.748,12.5989,4.7543,12.106,12.8807
-50111.8,0.610407,0.565728,2,3,0,0.33658,0.337353,0.326067,-7.96638,-3.20846,15.8991,4.4826,-17.5141,17.645,8.51659,14.5506,12.2632,4.74917,12.3305,14.2828
-50109.8,0.964779,0.565728,3,7,0,0.3348,0.340675,0.324526,-7.02387,-3.25432,17.6324,4.67702,-16.0039,18.446,9.71423,14.8828,12.0487,4.87745,12.0188,13.5628
-50106.9,0.942112,0.565728,3,7,0,0.337396,0.336792,0.325812,-7.11199,-3.35048,16.7034,4.8073,-16.29,19.9191,9.533,14.8669,12.7357,4.81209,12.3922,13.5057
-50109.6,0.834904,0.565728,3,7,0,0.333616,0.335949,0.330435,-8.30216,-3.40589,15.2479,4.20568,-17.1928,15.6752,9.29643,14.2917,12.6831,4.37935,12.1252,13.4485
-50113.6,0.826457,0.565728,3,7,0,0.332333,0.342269,0.325398,-8.17539,-4.4264,15.5019,4.33212,-17.4717,16.7344,9.84411,14.2212,12.2731,5.02189,12.1283,13.9385
-50113,0.983086,0.565728,3,7,0,0.339267,0.329242,0.331491,-7.8667,-1.31041,16.0392,4.47933,-17.2089,18.9643,9.46891,14.7082,12.9625,4.67523,11.4311,12.9986
-50110,0.913624,0.565728,3,7,0,0.335223,0.33631,0.328468,-8.48212,-3.21473,15.6653,4.32237,-16.872,18.8411,9.58923,14.6577,13.3372,4.39743,12.3392,12.53
-50109,1,0.565728,3,7,0,0.335494,0.33716,0.327346,-6.81296,-3.45268,17.1386,4.6001,-16.4103,18.724,9.87877,14.9062,12.0743,4.7763,12.2904,14.0988
-50107.4,1,0.565728,3,7,0,0.337662,0.334687,0.327652,-8.39205,-3.04651,15.6437,4.33972,-17.3474,18.6329,9.4406,14.0991,12.8733,4.72257,11.9575,12.9006
-50106.9,0.708396,0.565728,3,7,0,0.333655,0.337799,0.328545,-7.05469,-2.72348,16.2007,4.23939,-16.0818,17.9902,9.599,14.9139,13.2686,4.55957,12.0993,13.4894
-50105,0.892958,0.565728,3,7,0,0.336442,0.33431,0.329247,-7.94839,-3.63127,15.7009,4.49684,-17.402,17.22,9.15382,14.235,12.5716,4.5786,12.0797,13.5222
-50105.9,0.796871,0.565728,3,7,0,0.334002,0.336642,0.329356,-7.87834,-2.77348,16.5824,4.8247,-15.8532,18.588,9.43622,14.7145,12.2806,4.73788,12.0086,13.2781
-50105.3,0.940205,0.565728,3,7,0,0.337616,0.33644,0.325944,-7.59223,-3.84292,16.0545,4.22049,-17.0481,17.487,9.4468,14.3191,12.7443,4.66414,12.1973,13.8992
-50106.1,0.722893,0.565728,3,7,0,0.336759,0.332636,0.330604,-7.61049,-3.73686,14.7356,4.4073,-16.3281,17.9054,9.31688,14.6176,13.1199,4.46094,11.8294,13.7668
-50107.4,0.813862,0.565728,3,7,0,0.333062,0.339731,0.327207,-7.63413,-2.83216,15.4203,4.17665,-17.0772,17.7866,9.55047,14.4148,12.0636,4.71298,12.0399,13.6067
-50116.3,0.61315,0.565728,3,7,0,0.338181,0.336545,0.325275,-7.89602,-2.22234,16.7773,4.76481,-14.5616,20.4765,9.15359,15.0467,13.4363,4.39268,12.7164,12.2335
-50110.4,0.997993,0.565728,3,7,0,0.331262,0.337061,0.331677,-6.48663,-3.66871,16.8958,4.35559,-16.3101,19.883,9.48694,14.4496,11.8447,4.66489,12.3411,13.1532
-50110.5,0.900845,0.565728,3,7,0,0.338436,0.338203,0.323361,-8.34135,-2.50496,15.0071,4.42825,-16.4517,18.7734,9.60808,14.8308,13.0636,4.63479,12.3969,14.0019
-50109,0.988495,0.565728,3,7,0,0.339544,0.337345,0.323111,-7.99091,-2.06528,15.2541,4.45984,-16.6494,18.1971,9.3974,14.6508,12.8692,4.53811,12.6078,13.6401
-50111.1,0.982637,0.565728,3,7,0,0.33257,0.333233,0.334197,-7.16588,-4.12602,15.1917,4.20078,-15.695,18.6249,9.41754,14.4059,13.4946,4.28343,12.1824,12.7627
-50114.8,0.670538,0.565728,3,7,0,0.338944,0.339237,0.321819,-7.62357,-2.94049,16.0753,4.53816,-16.6931,18.1112,9.57313,14.8309,11.8605,5.19953,11.598,12.7151
-50112.5,0.994744,0.565728,3,7,0,0.332568,0.334745,0.332687,-6.95162,-2.86787,16.7073,4.30917,-15.9017,19.1722,9.29248,14.3508,13.712,4.28548,12.8129,13.298
-50115.1,0.898406,0.565728,2,3,0,0.331297,0.334686,0.334017,-7.17481,-3.20556,16.7677,4.47482,-16.0865,19.2688,9.502,14.2381,13.4551,4.08168,12.8493,13.2702
-50108.7,0.880363,0.565728,3,7,0,0.331696,0.337539,0.330765,-7.95388,-3.08322,15.1131,3.91378,-17.621,17.5178,9.47119,14.6359,12.8358,4.48992,11.843,13.7451
-50109.6,0.77897,0.565728,3,7,0,0.339781,0.335172,0.325047,-6.92934,-3.5514,15.1814,4.61904,-16.9224,18.4733,9.8677,14.0094,13.419,4.80341,11.8859,13.2514
-50111.9,0.906115,0.565728,3,7,0,0.330573,0.335076,0.334351,-8.20177,-2.8802,15.4129,3.99414,-16.6266,17.3278,9.20378,15.2571,12.7884,4.37491,12.122,13.3014
-50112.7,0.946473,0.565728,3,7,0,0.336831,0.332057,0.331112,-8.42776,-2.86625,14.7066,4.56495,-16.8616,18.1592,9.45979,15.2424,12.9117,4.24908,12.2429,14.044
-50111.5,0.943527,0.565728,2,3,0,0.331661,0.335724,0.332615,-7.51817,-3.35879,14.819,4.39371,-17.1177,17.5175,9.77031,15.1792,12.9421,4.15651,12.496,13.2609
-50109.3,0.968193,0.565728,3,7,0,0.339284,0.33676,0.323956,-7.27481,-3.18572,16.8636,4.39896,-16.6519,18.765,9.38406,14.0344,12.8758,4.88599,11.8363,12.6624
-50112.8,0.979456,0.565728,3,7,0,0.332088,0.333305,0.334607,-8.26674,-3.69841,14.8402,4.55946,-16.8894,15.983,9.31712,15.1099,12.3862,4.39376,12.3521,14.7331
-50108.1,0.815428,0.565728,3,7,0,0.337684,0.338869,0.323447,-7.42513,-3.60127,16.0743,4.44643,-16.0611,18.5366,9.02804,14.1316,12.8484,4.84624,12.5374,13.3376
-50109.2,0.89809,0.565728,3,7,0,0.33477,0.330556,0.334674,-7.79351,-3.51506,14.5756,4.49151,-16.9374,17.8418,9.51958,14.7771,13.0736,4.92268,12.0743,13.3353
-50107.1,0.99571,0.565728,3,7,0,0.337598,0.339468,0.322934,-6.93029,-3.01484,15.8376,4.24919,-17.109,18.9191,9.72981,14.3548,12.7838,4.47656,11.8533,13.1318
-50108.9,0.81063,0.565728,3,7,0,0.337757,0.335859,0.326384,-6.83566,-3.57029,15.5486,4.36736,-16.4895,17.5065,9.64193,14.1476,12.7938,4.32412,12.3107,12.8333
-50110,0.880912,0.565728,3,7,0,0.336693,0.332055,0.331252,-7.5658,-3.48772,14.1709,4.37382,-16.0021,17.5201,9.52131,14.4137,12.8961,4.39201,12.4416,14.4222
-50109.5,0.845814,0.565728,3,7,0,0.331823,0.338617,0.32956,-7.51106,-3.0248,16.3299,4.40009,-16.9839,19.7798,9.33685,14.7023,12.7408,4.71898,11.4431,13.6912
-50107.1,0.971721,0.565728,3,7,0,0.334156,0.337045,0.328798,-7.73849,-3.58932,15.3292,4.73115,-16.5683,16.6477,9.55061,14.4913,12.7222,4.54927,12.5298,13.1656
-50107.8,0.841358,0.565728,3,7,0,0.334407,0.335661,0.329932,-7.81847,-3.44268,14.5985,4.81827,-15.8861,17.6415,9.42553,14.6556,12.4998,4.58188,12.684,13.5377
-50108.3,0.977758,0.565728,3,7,0,0.337169,0.33779,0.325041,-7.1354,-2.97883,17.7338,4.25665,-16.4061,19.6408,9.214,14.6803,13.0453,4.64719,12.0793,13.1039
-50110.6,0.859149,0.565728,3,7,0,0.338881,0.331853,0.329266,-8.61559,-2.63495,15.9125,4.4507,-16.8478,16.6669,9.27273,14.2603,13.0077,4.50553,12.5229,14.0721
-50107.6,0.986561,0.565728,3,7,0,0.3362,0.338116,0.325685,-6.48567,-3.07624,16.9439,4.35318,-16.7703,18.7767,9.65241,14.4443,13.0255,4.72272,12.4539,13.5131
-50110.7,0.83518,0.565728,3,7,0,0.333381,0.335661,0.330958,-8.71209,-3.46376,15.8967,4.42986,-15.6481,16.7752,8.92436,14.9611,12.6574,4.4302,11.9334,13.6842
-50110.8,0.939519,0.565728,3,7,0,0.336342,0.336974,0.326684,-6.37569,-3.04024,17.4286,4.41432,-16.9505,19.0925,10.395,14.4816,12.7399,4.84209,12.2112,12.6439
-50110.8,0.837377,0.565728,3,7,0,0.337491,0.337718,0.324791,-6.32536,-2.30575,16.5802,4.52767,-16.9309,19.5487,10.3242,14.4574,12.5679,4.74415,12.0613,12.4914
-50108.4,0.997964,0.565728,3,7,0,0.334652,0.334307,0.331042,-8.58164,-3.91899,16.0754,4.36337,-16.7082,16.8118,8.94456,14.824,12.8477,4.65579,12.197,14.0839
-50107.9,0.917899,0.565728,3,7,0,0.335122,0.337677,0.327201,-6.40162,-3.62673,14.9243,4.56119,-16.4032,17.9413,9.52696,14.3849,12.8369,4.45109,12.2206,13.1414
