# stan_version_major = 2
# stan_version_minor = 7
# stan_version_patch = 0
# model = gmm_diag_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = training.data.R
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = output_nuts.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,theta.1,theta.2,theta.3,mu.1.1,mu.2.1,mu.3.1,mu.1.2,mu.2.2,mu.3.2,sigma.1.1,sigma.2.1,sigma.3.1,sigma.1.2,sigma.2.2,sigma.3.2
-50106.1,0.551695,0.747056,2,3,0,0.33288,0.339172,0.327948,-7.74113,-3.60319,14.771,4.63198,-17.1994,17.9021,9.54934,14.3054,13.0298,4.54247,12.0575,13.2473
-50106.1,0.833135,0.448397,3,7,0,0.33288,0.339172,0.327948,-7.74113,-3.60319,14.771,4.63198,-17.1994,17.9021,9.54934,14.3054,13.0298,4.54247,12.0575,13.2473
-50107.9,0.827292,0.490688,3,7,0,0.333043,0.333764,0.333193,-7.89198,-2.8271,14.7444,4.31705,-16.2453,17.0386,9.02663,14.8,12.9121,4.27062,12.1365,13.769
-50107.9,0.56003,0.529842,2,3,0,0.333043,0.333764,0.333193,-7.89198,-2.8271,14.7444,4.31705,-16.2453,17.0386,9.02663,14.8,12.9121,4.27062,12.1365,13.769
-50109.3,0.94315,0.326821,4,15,0,0.338005,0.337685,0.32431,-7.49287,-3.5147,17.6775,4.48602,-16.9206,19.4454,9.47525,14.4712,12.7218,4.74924,11.4777,12.9878
-50107.5,0.991066,0.449613,3,7,0,0.334979,0.333446,0.331574,-7.43211,-2.88084,14.7328,4.22427,-16.7246,17.7825,9.5835,14.5886,12.4813,4.77621,12.426,14.0128
-50113.2,0.494272,0.680665,2,3,0,0.339401,0.336816,0.323783,-7.24034,-4.15548,15.9538,3.97102,-16.8468,20.2046,10.3461,14.3373,12.5101,4.87211,11.6995,12.8261
-50111.3,0.829841,0.368907,3,7,0,0.33278,0.340089,0.327131,-6.73421,-2.88944,15.981,4.11431,-16.6451,18.0975,10.1719,14.2499,12.6897,4.9449,11.9554,12.7269
-50112.4,0.973803,0.400041,3,7,0,0.339065,0.332684,0.32825,-8.05899,-3.06875,16.642,4.53305,-16.0698,20.2375,8.86696,15.0116,12.5533,4.47014,12.871,13.4528
-50112.4,0.992992,0.581156,2,3,0,0.339202,0.335206,0.325593,-7.98857,-3.55347,16.4146,4.58944,-16.0254,19.8358,9.11786,14.9747,12.6396,4.4433,13.2323,13.4889
-50112,0.497628,0.874374,2,3,0,0.334273,0.336146,0.329581,-6.40094,-3.01317,15.5622,3.96551,-16.5299,17.4396,9.72366,15.0024,12.588,4.50003,11.7974,13.1284
-50108,0.995122,0.482297,3,7,0,0.332471,0.337889,0.32964,-7.55603,-3.10227,15.1345,3.94305,-17.458,17.4888,9.26775,14.828,13.2864,4.61351,11.7965,13.1818
-50105.9,0.868705,0.726347,3,7,0,0.336842,0.334507,0.328651,-7.61924,-2.92565,15.923,4.08829,-16.7381,17.4668,9.46533,14.5835,13.051,4.84457,11.9001,13.2767
-50106,0.450025,0.846315,2,3,0,0.33427,0.337453,0.328277,-6.96896,-3.42935,15.4205,4.52351,-16.5004,17.7689,9.35782,14.4924,12.6994,4.39393,12.1579,12.8491
-50108.4,0.739678,0.428384,3,7,0,0.333793,0.337045,0.329162,-7.04494,-3.94255,15.0622,4.66714,-16.5515,17.5856,9.70304,14.6545,12.3053,4.33049,12.281,13.2061
-50108.4,0.938479,0.387066,3,7,0,0.33565,0.335854,0.328496,-8.29731,-3.0937,15.5036,4.10085,-16.8242,17.5303,9.12208,14.5604,13.4505,4.77677,12.1253,13.8676
-50108.8,0.924259,0.51771,3,7,0,0.335337,0.334657,0.330006,-7.90331,-2.95038,14.6176,4.88931,-17.4648,16.5979,9.73948,14.4132,12.4976,4.64019,11.7972,13.6405
-50108.7,1,0.671516,2,3,0,0.334241,0.334263,0.331496,-8.2812,-3.20739,15.317,4.8225,-17.5153,15.7895,9.49094,14.7189,12.5416,4.84595,11.7655,13.8271
-50108.7,0.0349877,1.00711,2,3,0,0.334241,0.334263,0.331496,-8.2812,-3.20739,15.317,4.8225,-17.5153,15.7895,9.49094,14.7189,12.5416,4.84595,11.7655,13.8271
-50111.3,0.984738,0.231195,3,7,0,0.33557,0.333649,0.330782,-8.92368,-3.43207,15.263,4.82265,-17.6621,15.9566,9.46652,14.5985,12.1587,4.86286,11.6676,14.3067
-50114.1,0.883234,0.337013,4,15,0,0.335979,0.336204,0.327817,-5.8616,-2.09284,16.085,4.03561,-16.1872,20.3328,9.76099,14.9199,12.8435,4.4838,12.4885,13.4646
-50108.6,0.994323,0.40272,3,7,0,0.334863,0.335694,0.329443,-7.50394,-3.1174,16.1425,4.23266,-16.3552,19.7507,9.86517,14.6026,12.2986,4.81871,12.7061,12.3495
-50112.2,0.6752,0.594278,2,3,0,0.338723,0.335432,0.325845,-7.26174,-2.64537,14.962,4.29849,-15.8645,19.9173,9.7058,13.9803,12.245,4.52741,12.3683,12.4123
-50112,0.740745,0.475649,3,7,0,0.331791,0.338061,0.330148,-6.87053,-3.31599,17.5704,4.40945,-16.2474,19.4124,9.20866,15.0925,13.4584,4.75518,12.1218,13.4702
-50111.5,0.961077,0.431944,3,7,0,0.337991,0.336903,0.325106,-7.71361,-2.49354,15.7903,4.66242,-15.6883,19.9699,10.1345,14.2371,12.1386,4.49949,12.5462,12.7697
-50109.5,1,0.595202,3,7,0,0.337243,0.337913,0.324845,-7.2884,-2.39789,16.2179,4.61583,-15.2873,19.814,9.734,14.1289,12.114,4.53863,12.2859,12.8616
-50109.3,0.346103,0.879925,2,3,0,0.336469,0.332816,0.330715,-7.73517,-4.7086,16.2686,4.48068,-16.4193,17.4399,8.72954,14.9109,12.6153,4.76615,12.5971,13.6286
-50107.3,0.963378,0.381023,3,7,0,0.331603,0.339832,0.328566,-7.49876,-2.39825,15.0675,4.47348,-17.0971,18.6389,9.67379,14.2948,12.5776,4.67855,11.8161,13.0247
-50106.9,0.883269,0.525285,3,7,0,0.337597,0.333937,0.328466,-7.24361,-3.88707,15.6067,4.31076,-16.028,18.4256,9.05749,14.7962,12.4288,4.61332,12.3177,14.094
-50109.9,0.774662,0.622342,2,3,0,0.334062,0.335536,0.330402,-7.84119,-2.49749,16.5235,4.22592,-17.7224,18.7451,9.92351,14.6504,12.5556,4.62817,11.8142,12.4074
-50106.1,0.997367,0.602304,3,7,0,0.33804,0.333479,0.328481,-7.9465,-3.19681,15.1569,4.36033,-17.8514,17.706,9.65986,14.4958,13.161,4.8439,11.9779,13.7393
-50104.7,0.621543,0.878517,2,3,0,0.332774,0.337377,0.32985,-7.87658,-2.96906,15.9574,4.41928,-16.4882,17.8853,9.49152,14.7205,12.9531,4.42939,11.9865,13.2723
-50104.7,0.5289,0.641323,2,3,0,0.332774,0.337377,0.32985,-7.87658,-2.96906,15.9574,4.41928,-16.4882,17.8853,9.49152,14.7205,12.9531,4.42939,11.9865,13.2723
-50107.8,0.916585,0.39633,3,7,0,0.333427,0.341427,0.325146,-7.3078,-3.71249,15.0205,4.51494,-16.8134,18.6734,9.05428,15.0045,13.0378,4.42746,12.3448,13.2244
-50106.6,1,0.497569,2,3,0,0.334703,0.340662,0.324635,-7.35821,-3.53021,14.8417,4.46273,-16.7186,18.4955,9.3664,15.0433,12.9492,4.42221,12.2535,13.3976
-50106.6,0.197665,0.725135,2,3,0,0.334703,0.340662,0.324635,-7.35821,-3.53021,14.8417,4.46273,-16.7186,18.4955,9.3664,15.0433,12.9492,4.42221,12.2535,13.3976
-50109.7,0.967147,0.247867,4,15,0,0.336088,0.331805,0.332108,-8.1009,-3.67689,15.816,4.71798,-16.4339,17.0466,9.29691,13.9092,12.1474,4.95528,12.3577,13.496
-50108.9,0.937276,0.340413,3,7,0,0.332725,0.342809,0.324466,-7.31046,-2.98234,17.3796,4.61993,-15.9376,19.2258,9.29574,15.0193,12.2996,4.66359,12.4304,13.6735
-50113.3,0.898128,0.442041,3,7,0,0.338832,0.33204,0.329128,-7.4604,-2.40984,15.3471,4.51137,-15.0477,20.3811,9.42145,14.3608,13.2488,4.45544,12.5835,12.1163
-50107.6,0.994363,0.534195,3,7,0,0.334543,0.335478,0.329979,-7.46931,-2.65068,15.7054,4.04084,-17.0486,18.2376,10.0608,14.3681,12.8163,4.96933,12.3102,13.6975
-50107.6,0.193152,0.764646,2,3,0,0.334543,0.335478,0.329979,-7.46931,-2.65068,15.7054,4.04084,-17.0486,18.2376,10.0608,14.3681,12.8163,4.96933,12.3102,13.6975
-50107.4,0.984945,0.264678,4,15,0,0.331908,0.339117,0.328975,-7.25424,-2.30638,16.3779,4.26711,-15.6526,19.3661,9.29637,14.7406,12.5721,4.37588,12.3848,12.7529
-50106.3,0.967343,0.372565,3,7,0,0.335258,0.335499,0.329243,-7.8001,-3.59037,16.0362,4.52755,-15.1415,18.7487,9.29703,14.4085,12.5834,4.38426,12.4486,13.5568
-50106.4,0.953427,0.507122,3,7,0,0.336556,0.338696,0.324748,-7.06456,-3.30146,15.3091,4.47659,-17.2087,17.9644,9.36619,14.9635,13.1069,4.69465,12.2447,13.2189
-50111,0.61041,0.672077,2,3,0,0.331544,0.338829,0.329627,-7.83074,-2.23199,15.6128,4.35558,-17.0994,18.2047,9.2899,15.3438,13.4826,4.52762,12.3995,13.6129
-50108.5,0.94338,0.489059,3,7,0,0.330938,0.340441,0.328621,-8.13604,-3.14996,15.6862,4.44167,-15.3905,17.8267,8.66689,14.5968,12.2749,4.51237,12.4211,13.4752
-50108.9,0.986159,0.635621,2,3,0,0.329733,0.341909,0.328358,-8.23967,-3.33516,16.0272,4.60224,-15.7169,18.0486,8.74727,14.7637,12.243,4.50266,12.3154,13.7096
-50106.9,0.538234,0.887733,2,3,0,0.334349,0.337134,0.328517,-7.23089,-3.2671,16.8997,4.49489,-16.013,19.2399,9.62845,14.1575,12.7942,4.45827,12.7472,12.8105
-50108.4,0.726535,0.571839,3,7,0,0.334782,0.336353,0.328865,-8.30597,-3.84267,14.9721,4.75401,-16.3148,17.0091,8.9701,14.3693,11.9784,4.72029,12.2705,14.1085
-50108,0.911218,0.51046,3,7,0,0.333651,0.33612,0.330229,-6.68791,-3.11702,15.6738,4.11175,-16.6168,19.9441,9.4727,14.6182,13.1343,4.26988,12.1079,12.8461
-50108,0.743006,0.625329,2,3,0,0.333651,0.33612,0.330229,-6.68791,-3.11702,15.6738,4.11175,-16.6168,19.9441,9.4727,14.6182,13.1343,4.26988,12.1079,12.8461
-50106.8,0.988906,0.574328,3,7,0,0.332685,0.33673,0.330585,-7.03931,-3.67751,16.8089,4.43211,-15.6236,18.4363,9.38294,14.9976,12.9421,4.48627,12.4147,13.1055
-50109,0.773202,0.801159,2,3,0,0.335748,0.336342,0.32791,-8.53267,-2.88502,14.4417,4.6353,-16.8392,16.2958,9.04351,14.0866,12.4985,4.59453,12.0004,13.8676
-50108.3,0.954075,0.774096,2,3,0,0.333274,0.339475,0.327252,-7.97088,-4.28272,16.4356,4.87383,-16.2246,17.5465,9.53014,14.4188,12.9499,4.54987,12.2182,13.8341
-50108.3,0.00106977,1.01471,1,1,0,0.333274,0.339475,0.327252,-7.97088,-4.28272,16.4356,4.87383,-16.2246,17.5465,9.53014,14.4188,12.9499,4.54987,12.2182,13.8341
-50111.8,0.968358,0.267903,4,15,0,0.339423,0.332202,0.328375,-6.94328,-2.02177,16.2952,4.16175,-16.5287,19.2432,9.55175,14.61,11.7938,4.88803,11.8069,12.9962
-50108.6,1,0.360296,3,7,0,0.339737,0.33326,0.327003,-7.19445,-2.17025,16.582,4.21227,-16.5678,19.0805,9.49348,14.7184,11.949,4.71329,12.0959,13.4487
-50108.5,0.710608,0.509739,2,3,0,0.337748,0.335455,0.326797,-7.84733,-3.89686,16.8637,4.42388,-17.1227,19.166,9.98553,14.4187,12.541,4.50043,11.748,13.3358
-50111.8,0.937779,0.444731,3,7,0,0.332491,0.337859,0.329651,-7.19486,-2.31954,14.1854,4.42224,-15.9008,18.7541,9.14614,14.8674,13.1402,4.62412,13.0451,13.0477
-50112.6,0.909413,0.56578,3,7,0,0.338792,0.335277,0.325931,-8.44954,-4.21419,17.4313,4.58588,-17.4338,17.8489,9.71332,14.2771,12.3141,4.82943,11.4292,13.3831
-50111.5,0.76294,0.685701,2,3,0,0.339154,0.333056,0.327789,-8.0354,-4.08835,16.6208,4.64144,-17.8464,19.0735,9.51684,14.053,12.4611,4.51833,11.9397,13.282
-50109.7,1,0.652213,2,3,0,0.340977,0.333104,0.325919,-8.29208,-3.3069,16.2029,4.54864,-17.4589,19.5933,9.46863,14.3327,12.2141,4.75934,12.1111,13.3525
-50110.5,0.986793,0.915346,2,3,0,0.332111,0.337589,0.3303,-7.34629,-2.85914,16.9106,4.3975,-16.8187,17.3497,9.82439,14.7533,12.4216,5.2125,11.9448,13.4254
-50109.3,1,1.25433,2,3,0,0.331631,0.336621,0.331749,-7.15714,-2.58855,15.1857,4.58477,-15.4618,18.6082,9.21392,14.9712,13.4645,4.46774,12.1083,13.4093
-50109.3,1.87803e-22,1.75253,1,1,0,0.331631,0.336621,0.331749,-7.15714,-2.58855,15.1857,4.58477,-15.4618,18.6082,9.21392,14.9712,13.4645,4.46774,12.1083,13.4093
-50109.6,0.975929,0.481822,3,7,0,0.332762,0.335477,0.331761,-6.89449,-2.76607,15.2283,4.43318,-15.9639,19.3545,8.96406,14.7974,12.7215,4.30518,12.0114,12.7672
-50109.1,0.916471,0.648046,3,7,0,0.33421,0.336687,0.329102,-7.69357,-3.23704,16.2434,4.48574,-15.8863,18.0051,9.7822,14.8857,12.3972,4.18724,12.2419,13.1401
-50109.1,0.186197,0.79036,2,3,0,0.33421,0.336687,0.329102,-7.69357,-3.23704,16.2434,4.48574,-15.8863,18.0051,9.7822,14.8857,12.3972,4.18724,12.2419,13.1401
-50108.9,0.965864,0.297556,3,7,0,0.3374,0.338969,0.32363,-7.44602,-3.87242,15.7794,4.40782,-15.6816,18.335,9.34092,15.0088,12.305,4.72791,12.8489,13.9731
-50108.3,0.954413,0.393248,3,7,0,0.336468,0.340103,0.323429,-7.24331,-3.30285,16.3026,4.38075,-15.7064,18.0928,9.23702,14.8958,12.416,4.7543,12.9441,13.8648
-50107.2,0.981822,0.509368,3,7,0,0.337244,0.335952,0.326804,-7.40695,-3.01651,16.7076,4.60328,-15.6482,19.1257,9.52919,15.0193,12.2722,4.88764,12.358,13.8042
-50107.8,0.919839,0.688062,3,7,0,0.336439,0.334215,0.329346,-7.87473,-2.86145,14.2016,4.23738,-16.683,17.3755,9.53481,14.8536,13.3635,4.36299,11.8416,13.9377
-50108.2,0.549186,0.840728,2,3,0,0.336974,0.33241,0.330616,-7.77478,-3.55246,14.5334,4.57478,-17.9138,16.8666,9.24735,14.5978,12.6975,4.53956,11.9679,13.1627
-50108.1,0.982484,0.570668,3,7,0,0.33366,0.334446,0.331894,-7.84683,-3.32548,16.245,4.26882,-17.12,17.8719,9.71066,14.6342,12.6533,4.54795,11.5575,14.0948
-50108.7,1,0.769162,2,3,0,0.336612,0.335801,0.327587,-8.35825,-3.14396,14.4157,4.54707,-17.63,17.3649,9.39339,14.2739,13.216,4.55139,11.8235,12.9412
-50108.7,0.161628,1.06366,1,1,0,0.336612,0.335801,0.327587,-8.35825,-3.14396,14.4157,4.54707,-17.63,17.3649,9.39339,14.2739,13.216,4.55139,11.8235,12.9412
-50109.1,0.998448,0.394299,3,7,0,0.336742,0.336819,0.326439,-8.40054,-2.91228,14.5118,4.59413,-17.2431,17.1399,9.5873,14.046,13.126,4.57852,11.8473,13.0481
-50107.8,0.999248,0.543949,3,7,0,0.330718,0.339742,0.32954,-7.57808,-4.29536,15.2334,4.53106,-16.6488,17.2726,9.27333,14.4975,12.7553,4.50263,12.0939,14.4237
-50108.7,0.706186,0.749845,3,7,0,0.337728,0.333449,0.328822,-8.30099,-3.29605,15.5334,4.6408,-18.0722,17.801,9.895,14.5449,12.3436,4.80276,11.8815,13.1673
-50109.6,0.623394,0.654302,3,7,0,0.331756,0.33749,0.330754,-6.4045,-2.95924,16.6148,4.08934,-16.0888,19.6282,9.53682,14.5841,12.9805,4.82969,12.0955,13.2534
-50107.9,0.961354,0.502605,2,3,0,0.334698,0.338131,0.327172,-7.08335,-3.18638,16.2017,4.06816,-15.5803,18.9617,9.9317,14.4978,12.8887,4.82712,12.1552,13.4169
-50108.4,0.876769,0.651684,3,7,0,0.336246,0.335879,0.327875,-7.52807,-3.26977,16.8924,4.34378,-16.0738,19.4441,9.18042,14.4717,12.0027,4.54729,13.0835,12.961
-50108.4,0.262356,0.740625,2,3,0,0.336246,0.335879,0.327875,-7.52807,-3.26977,16.8924,4.34378,-16.0738,19.4441,9.18042,14.4717,12.0027,4.54729,13.0835,12.961
-50109.9,0.940665,0.327429,3,7,0,0.33643,0.333285,0.330285,-6.93672,-2.86085,16.8049,4.85346,-15.5496,18.4632,9.54192,14.7114,12.7231,4.51516,12.1777,12.7062
-50106.5,0.995436,0.410852,3,7,0,0.337683,0.336784,0.325533,-7.1601,-3.25835,15.761,4.25596,-17.0161,19.5063,9.27383,14.6275,12.532,4.39938,12.2674,13.2815
-50109.6,0.699207,0.559727,2,3,0,0.334693,0.336921,0.328386,-7.21239,-3.39005,14.4827,4.48583,-16.0578,18.6353,10.224,14.5467,13.2986,4.46803,11.919,12.77
-50109.9,0.984587,0.484912,3,7,0,0.336453,0.334402,0.329144,-6.17745,-3.28861,15.3567,4.29171,-17.0966,19.0364,10.1702,14.1962,13.4741,4.55513,11.7695,13.0285
-50107.4,0.848994,0.648333,3,7,0,0.336628,0.334696,0.328676,-8.40978,-3.41504,16.4722,4.52666,-17.6315,17.606,9.18961,14.7393,12.028,4.75383,11.9614,13.6935
-50107.6,0.720609,0.704826,2,3,0,0.338102,0.336355,0.325544,-7.83007,-3.27377,16.681,4.30727,-16.5845,18.2251,9.03481,14.6801,12.8487,5.0262,12.0553,13.4631
-50109.2,0.85347,0.630968,3,7,0,0.330992,0.340277,0.32873,-7.55604,-3.33946,15.6402,4.54628,-16.9515,18.7241,10.0412,14.6496,13.5782,4.52149,12.1946,13.0356
-50109.5,0.725331,0.690275,3,7,0,0.334052,0.336123,0.329824,-7.46104,-3.30102,14.5512,4.64452,-16.8389,18.9802,9.67072,14.5764,13.3844,4.90518,11.5772,13.081
-50110.1,0.500434,0.622728,3,7,0,0.338272,0.33374,0.327988,-7.37381,-3.06991,16.6478,4.02535,-17.0435,17.1129,9.24012,14.4144,12.354,4.5108,11.9334,13.9381
-50108.7,0.966142,0.401475,2,3,0,0.336809,0.332498,0.330693,-7.51789,-3.00147,16.4558,4.16998,-17.3463,17.2037,9.30997,14.4458,12.5531,4.4005,11.9357,13.829
-50110,0.915352,0.519851,3,7,0,0.335086,0.33798,0.326934,-7.88351,-3.72496,14.5279,4.85813,-16.4234,17.9773,9.52335,14.6415,12.9954,4.97931,11.909,13.5104
-50105.1,1,0.623222,2,3,0,0.333403,0.339973,0.326625,-7.86154,-3.43898,16.0696,4.48971,-16.4314,17.8728,9.44332,14.495,13.1527,4.61649,12.11,13.2602
-50108.2,0.547343,0.846291,2,3,0,0.335233,0.340783,0.323984,-7.62036,-3.28227,15.9148,4.38918,-15.8001,17.7743,9.66877,14.9118,13.0632,4.74154,12.3979,13.8745
-50108.2,0.905431,0.587102,3,7,0,0.336567,0.338678,0.324755,-7.41443,-3.40143,15.995,4.72171,-15.465,18.084,9.2821,14.8578,13.2065,4.81164,12.5221,13.2699
-50108.2,0.384609,0.692305,2,3,0,0.336567,0.338678,0.324755,-7.41443,-3.40143,15.995,4.72171,-15.465,18.084,9.2821,14.8578,13.2065,4.81164,12.5221,13.2699
-50110,0.985985,0.37891,3,7,0,0.334491,0.338756,0.326753,-7.92659,-3.19825,15.1091,4.90284,-16.0411,18.3656,9.15153,14.7383,13.5736,4.30191,12.2755,13.7669
-50105.6,0.960487,0.503016,2,3,0,0.336825,0.333286,0.32989,-7.49373,-3.1224,15.1209,4.78382,-16.2726,18.0792,9.41657,14.6824,12.8627,4.71466,12.0413,13.3128
-50108.8,0.721678,0.642311,2,3,0,0.330228,0.341401,0.328371,-7.70574,-3.65396,15.5113,4.26932,-16.292,16.95,9.17293,14.2718,12.7814,4.32437,12.6169,14.0975
-50114.3,0.853571,0.57795,3,7,0,0.340318,0.328345,0.331337,-8.15683,-3.63901,15.4868,4.94056,-18.0525,17.1202,9.31353,14.4881,12.1449,5.05151,11.4213,13.497
-50110.7,0.941136,0.630504,3,7,0,0.331086,0.340753,0.328161,-7.111,-2.9977,15.7539,3.97845,-15.5507,18.0025,9.2987,14.8789,13.302,4.23597,12.376,13.423
-50115.1,0.590517,0.780753,2,3,0,0.332636,0.338646,0.328718,-6.49598,-3.76179,14.7064,4.17693,-15.6226,18.9418,8.8477,15.38,13.1055,4.05768,12.6615,13.5764
-50109.5,0.880599,0.581094,3,7,0,0.33523,0.334066,0.330705,-8.71892,-3.46682,16.5215,4.50945,-16.6604,16.8152,9.44845,13.99,12.3776,4.92477,12.2942,13.4336
-50109.5,0.66982,0.658678,2,3,0,0.33523,0.334066,0.330705,-8.71892,-3.46682,16.5215,4.50945,-16.6604,16.8152,9.44845,13.99,12.3776,4.92477,12.2942,13.4336
-50105.7,0.92265,0.550656,2,3,0,0.335093,0.337194,0.327713,-7.6129,-3.14465,16.1456,4.33569,-16.8428,18.0958,9.10727,15.0597,12.8909,4.66592,12.3508,13.885
-50107.1,0.810197,0.662702,3,7,0,0.337729,0.330866,0.331405,-7.85848,-3.1601,15.7735,4.37617,-17.1112,17.7492,9.22496,14.1271,13.0037,4.50852,11.7794,13.6391
-50107.1,0.261923,0.678127,2,3,0,0.337729,0.330866,0.331405,-7.85848,-3.1601,15.7735,4.37617,-17.1112,17.7492,9.22496,14.1271,13.0037,4.50852,11.7794,13.6391
-50108.9,0.948551,0.316745,3,7,0,0.336775,0.3302,0.333025,-7.63788,-3.60847,16.1798,4.27785,-16.8616,16.5701,9.41326,14.9198,12.8801,4.68741,11.7602,13.5791
-50104.4,0.985881,0.395513,3,7,0,0.336777,0.334517,0.328707,-7.90221,-3.27964,16.4447,4.58333,-17.064,17.4934,9.40653,14.2904,12.7859,4.76659,11.9678,13.6195
-50104.4,0.40194,0.520215,2,3,0,0.336777,0.334517,0.328707,-7.90221,-3.27964,16.4447,4.58333,-17.064,17.4934,9.40653,14.2904,12.7859,4.76659,11.9678,13.6195
-50104.9,0.987272,0.298298,3,7,0,0.334957,0.335614,0.329429,-7.91512,-3.13438,15.0962,4.59763,-17.1582,17.2233,9.5241,14.5898,12.4304,4.82779,11.9576,13.8437
-50106.4,0.86512,0.392841,3,7,0,0.337947,0.333983,0.32807,-7.5829,-4.28477,16.9391,4.33488,-16.8666,17.2749,9.29536,14.6353,12.491,4.70697,12.2347,13.7213
-50107,0.915249,0.434767,3,7,0,0.333987,0.334787,0.331226,-7.92336,-3.18808,17.0806,4.44536,-16.6611,18.1638,9.35861,14.17,12.6725,4.53618,12.5805,13.576
-50112.2,0.861174,0.516106,3,7,0,0.338707,0.332936,0.328357,-6.86765,-3.24748,16.306,4.59504,-14.822,20.1652,9.66539,14.629,11.9344,4.81545,12.2862,12.8568
-50109.5,1,0.567338,2,3,0,0.332244,0.341379,0.326377,-6.90401,-2.85389,17.4685,4.35118,-16.3876,20.0866,9.34119,14.8966,12.4043,4.50103,12.7455,12.6441
-50107.6,0.825439,0.757274,2,3,0,0.330803,0.338511,0.330686,-7.44621,-2.86827,15.8672,4.73722,-15.5866,19.4611,9.43818,14.7848,12.7679,4.75996,12.5176,13.4409
-50108.4,0.668761,0.79073,2,3,0,0.338786,0.335151,0.326063,-7.2016,-3.13819,16.4196,4.10896,-16.7066,18.201,9.56189,14.4147,12.7496,4.44774,12.0881,12.5127
-50109.3,0.968393,0.663408,3,7,0,0.335056,0.334755,0.330188,-7.91279,-2.85204,14.5104,4.65875,-16.6395,18.0486,9.25432,14.9288,13.1074,4.63664,12.1982,14.4321
-50107.2,0.397981,0.845254,2,3,0,0.335142,0.337344,0.327514,-8.06042,-3.6602,16.0332,4.40079,-16.6102,17.8287,9.32079,14.3897,12.5064,4.89462,11.7591,12.8574
-50112.1,0.79946,0.487258,3,7,0,0.332065,0.333728,0.334207,-8.05715,-3.04385,15.3261,4.28928,-17.8467,17.7645,10.3826,14.1899,12.2631,4.89417,11.5498,13.598
-50114,0.752231,0.491083,3,7,0,0.338734,0.330285,0.330982,-7.83759,-2.69859,15.215,4.43204,-18.5407,15.8378,9.21334,14.5482,13.2073,4.99289,11.4173,14.2896
-50110.9,0.918779,0.463645,3,7,0,0.336867,0.331486,0.331647,-8.04751,-3.272,15.1976,4.64201,-16.7371,18.2096,9.51052,14.8994,13.9373,4.49664,12.16,13.1241
-50108.9,0.969878,0.550842,2,3,0,0.334138,0.33458,0.331282,-7.733,-3.19547,14.2559,4.7185,-16.1746,16.8429,9.83935,14.6478,13.1367,4.44256,12.1597,13.4773
-50106.6,1,0.701493,2,3,0,0.336258,0.334833,0.32891,-7.64125,-3.87117,14.9452,4.65997,-16.8379,17.766,8.94623,14.5625,12.969,4.42247,11.8275,13.9479
-50106.6,0.285543,0.929964,2,3,0,0.336258,0.334833,0.32891,-7.64125,-3.87117,14.9452,4.65997,-16.8379,17.766,8.94623,14.5625,12.969,4.42247,11.8275,13.9479
-50109.4,0.714402,0.46306,3,7,0,0.330822,0.338811,0.330367,-8.17445,-2.98994,15.8869,4.18687,-15.7377,17.5827,9.57704,14.3889,12.4619,4.62599,12.9304,13.1398
-50108.3,0.915411,0.415473,3,7,0,0.330753,0.338581,0.330666,-7.13793,-3.43498,15.5256,4.54507,-15.7175,18.9139,9.42157,14.2537,12.8263,4.69596,12.3271,12.6025
-50108.4,0.97113,0.490443,3,7,0,0.331411,0.338272,0.330317,-7.20367,-3.59332,16.2622,4.56877,-15.4828,18.86,9.14497,14.3264,13.1865,4.55795,12.3249,12.6807
-50108.2,0.999632,0.624,3,7,0,0.337693,0.335773,0.326534,-7.63151,-3.3917,15.7503,4.17108,-17.1068,17.3098,9.59683,14.0913,12.4697,5.12456,11.8988,13.3463
-50110.2,0.477668,0.824286,2,3,0,0.334673,0.338885,0.326442,-8.02284,-3.4331,15.8754,4.33268,-18.212,17.8147,9.92853,14.1925,12.9777,4.99034,12.0835,13.9849
-50110.4,0.944425,0.536666,2,3,0,0.335896,0.336875,0.32723,-7.89749,-3.38502,15.6815,4.4804,-18.2544,17.6552,9.63602,13.8441,12.0251,4.91334,12.0869,13.7538
-50111.5,0.868923,0.657378,2,3,0,0.333144,0.330926,0.33593,-8.17247,-4.06382,15.675,4.54311,-17.6131,16.7998,9.43143,14.7186,12.661,5.03843,12.2533,13.5892
-50109.7,0.993547,0.363351,3,7,0,0.3336,0.331105,0.335295,-7.95784,-4.21026,15.3319,4.64635,-17.5687,16.8619,9.31319,14.7368,12.4966,4.88321,12.2011,13.6137
